DATA,"ALT_CARREC","CARREC","TEMA","GRUP_INTERES","ESTAT_REGISTRE","NUMERO_REGISTRE","LLOC","TIPUS_ACTIVITAT","ACTIVITAT",PARTICIPANTS,HORES_ALT_CARREC,"CODI_ENS","NOM_ENS"
"2023/04/20","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Convocatòria CI Alcaldia i Transparència",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","8","0.25","818460009","Ajuntament de Rubí"
"2023/04/21","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Visita escoles",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","1","2.00","818460009","Ajuntament de Rubí"
"2023/04/21","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Trobada nous sargents i caporal policia local",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","3","1.00","818460009","Ajuntament de Rubí"
"2023/04/21","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Visita Institut Escola Teresa Altet",,,,"INSTITUT ESCOLA TERESA ALTET [D-13]","Activitat institucional","Reunió","2","1.00","818460009","Ajuntament de Rubí"
"2023/04/21","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","ESBART DANSAIRE - Presentació llibre 100 anys de Esbart Dansaire de Rubí",,,,"MUSEU MUNICIPAL CASTELL","Activitat institucional","Acte","4","1.50","818460009","Ajuntament de Rubí"
"2023/04/24","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Alcaldia als barris",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","2","1.50","818460009","Ajuntament de Rubí"
"2023/04/24","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Acte de jubilació",,,,"CASA CONSISTORIAL","Activitat institucional","Acte","2","0.50","818460009","Ajuntament de Rubí"
"2023/04/25","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","LLiurament premis certamen relats curs Veus de Dona",,,,"BIBLIOTECA MESTRE MARTÍ TAULER","Activitat institucional","Acte","4","1.00","818460009","Ajuntament de Rubí"
"2023/04/26","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de govern local",,,,"CASA CONSISTORIAL","Activitat institucional","Acte","11","0.50","818460009","Ajuntament de Rubí"
"2023/04/26","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Ballada dia Internacional de la Dansa",,,,"Rambla del Ferrocarril","Activitat institucional","Acte","5","1.00","818460009","Ajuntament de Rubí"
"2023/04/26","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Ballada Dia Internacional de la Dansa",,,,"RAMBLA FERROCARRIL","Activitat institucional","Acte","5","1.00","818460009","Ajuntament de Rubí"
"2023/04/26","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Alcaldia als barris",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","2","1.50","818460009","Ajuntament de Rubí"
"2023/05/03","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de govern local",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","11","0.50","818460009","Ajuntament de Rubí"
"2023/05/03","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Acte de celebració XXè Concurs de Poesia i Narrativa",,,,"Casal Civic","Activitat institucional","Acte","2","0.00","818460009","Ajuntament de Rubí"
"2023/05/03","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Premis Rubeo d'Or",,,,"TEATRE LA SALA [C-05]","Activitat institucional","Acte","13","1.00","818460009","Ajuntament de Rubí"
"2023/05/04","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Visita Sra. centenària",,,,"Casa particular","Activitat institucional","Acte","2","1.00","818460009","Ajuntament de Rubí"
"2023/05/07","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Cursa de la Dona",,,,"Rambla del Ferrocarril","Activitat institucional","Acte","15","2.00","818460009","Ajuntament de Rubí"
"2023/05/08","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Visita escoles",,,,"CASA CONSISTORIAL","Activitat institucional","Acte","1","2.00","818460009","Ajuntament de Rubí"
"2023/05/10","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de govern local",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","11","0.50","818460009","Ajuntament de Rubí"
"2023/05/10","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Concert La Clika",,,,"TEATRE LA SALA [C-05]","Activitat institucional","Acte","2","1.00","818460009","Ajuntament de Rubí"
"2023/05/12","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Atenció a mitjans: Fira de la Cervesa Artesana i el Formatge",,,,"RAMBLA DEL FERROCARRIL","Activitat institucional","Reunió","2","1.00","818460009","Ajuntament de Rubí"
"2023/05/12","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Mostra teatre dels tallers de secundària del Pla Educatiu d'Entorn",,,,"TEATRE LA SALA [C-05]","Activitat institucional","Acte","3","1.50","818460009","Ajuntament de Rubí"
"2023/05/15","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de govern local",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","11","0.50","818460009","Ajuntament de Rubí"
"2023/05/16","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Reunió amb el director general de centres públics",,,,"ESCOLA EL BOSC","Activitat institucional","Reunió","2","2.00","818460009","Ajuntament de Rubí"
"2023/05/17","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Atenció a mitjans: Teatre sense teatre",,,,"RAMBLA DEL FERROCARRIL","Activitat institucional","Reunió","2","1.00","818460009","Ajuntament de Rubí"
"2023/05/19","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Visita escoles",,,,"CASA CONSISTORIAL","Activitat institucional","Acte","1","2.00","818460009","Ajuntament de Rubí"
"2023/05/20","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Recepció Irmandade Galega - Festa de la Letras Galegas",,,,"CASA CONSISTORIAL","Activitat institucional","Acte","13","1.00","818460009","Ajuntament de Rubí"
"2023/05/22","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Atenció a mitjans RRandom 2023",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","2","1.00","818460009","Ajuntament de Rubí"
"2023/05/23","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Debat electoral",,,,"TEATRE LA SALA","Activitat institucional","Acte","1","1.00","818460009","Ajuntament de Rubí"
"2023/05/30","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de portaveus",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","7","1.00","818460009","Ajuntament de Rubí"
"2023/06/01","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de govern local",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","11","0.50","818460009","Ajuntament de Rubí"
"2023/06/06","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Benvinguda nous voluntaris de protecció civil",,,,"CASA CONSISTORIAL","Activitat institucional","Acte","2","1.00","818460009","Ajuntament de Rubí"
"2023/06/07","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de govern local",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","11","0.50","818460009","Ajuntament de Rubí"
"2023/06/10","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Inauguració Llar Residència Can Lleguda",,,,"Avinguda Estatut, 170 baixos - RUBÍ","Activitat institucional","Acte","4","1.50","818460009","Ajuntament de Rubí"
"2023/06/12","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","2a edició Tast final dels Premis Vinari dels Vins Catalans Joves 2023",,,,"EL CELLER","Activitat institucional","Acte","2","3.00","818460009","Ajuntament de Rubí"
"2023/06/13","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","RP Festa Major",,,,"Sala de premsa","Activitat institucional","Reunió","3","3.50","818460009","Ajuntament de Rubí"
"2023/06/13","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Festa graduació dels PFI",,,,"Institut la Serreta de Rubí","Activitat institucional","Acte","3","1.50","818460009","Ajuntament de Rubí"
"2023/06/14","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de govern local",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","11","0.50","818460009","Ajuntament de Rubí"
"2023/06/14","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","CONSELL DELS INFANTS - Plenari de tancament de curs",,,,"MUSEU MUNICIPAL CASTELL","Activitat institucional","Acte","2","1.50","818460009","Ajuntament de Rubí"
"2023/06/15","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Presentació projectes finals R-Dissenyem Comerç",,,,"C.C. ESCARDIVOL/ ESCOLA D'ADULTS","Activitat institucional","Acte","3","1.50","818460009","Ajuntament de Rubí"
"2023/06/19","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Salutació alcaldessa als nous serenos",,,,"RUBÍ FORMA","Activitat institucional","Acte","4","1.00","818460009","Ajuntament de Rubí"
"2023/06/21","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","RP Nous decrets",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","9","1.00","818460009","Ajuntament de Rubí"
"2023/11/15","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Comissió seguiment del POUM",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","6","1.00","818460009","Ajuntament de Rubí"
"2023/11/28","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Comissió seguiment del POUM",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","6","1.00","818460009","Ajuntament de Rubí"
"2023/12/13","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Comissió seguiment del POUM",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","6","1.00","818460009","Ajuntament de Rubí"
"2024/01/05","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Arribada de Ses Majestats els Reis d'Orient i cavalcada de Reis",,,,"C.C. ESCARDÍVOL","Activitat institucional","Acte","9","3.00","818460009","Ajuntament de Rubí"
"2024/01/10","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de Govern Local",,,,"CASA CONSISTORIAL [AD-01]","Activitat institucional","Reunió","14","3.00","818460009","Ajuntament de Rubí"
"2024/01/10","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Alcaldessa als barris",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","7","1.00","818460009","Ajuntament de Rubí"
"2024/01/15","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Visita àvia centenària",,,,"Visita domicili","Activitat institucional","Acte","3","1.00","818460009","Ajuntament de Rubí"
"2024/01/15","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Alcaldessa als barris",,,,"PATRONAT FONT DEL FERRO [D-37]","Activitat institucional","Reunió","5","1.00","818460009","Ajuntament de Rubí"
"2024/01/17","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de Govern Local",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","14","3.00","818460009","Ajuntament de Rubí"
"2024/01/17","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de portaveus",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","10","0.50","818460009","Ajuntament de Rubí"
"2024/01/17","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Comissió seguiment del POUM",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","6","1.50","818460009","Ajuntament de Rubí"
"2024/01/18","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Alcaldessa als barris",,,,"CASA CONSISTORIAL [AD-01]","Activitat institucional","Reunió","5","1.00","818460009","Ajuntament de Rubí"
"2024/01/19","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Visita escoles",,,,"CASA CONSISTORIAL","Activitat institucional","Acte","2","1.00","818460009","Ajuntament de Rubí"
"2024/01/24","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Assistència FITUR",,,,"Madrid","Activitat institucional","Acte","1","6.00","818460009","Ajuntament de Rubí"
"2024/01/25","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de portaveus",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","10","0.50","818460009","Ajuntament de Rubí"
"2024/01/25","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Ple Municipal",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","12","3.00","818460009","Ajuntament de Rubí"
"2024/01/26","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de Govern Local",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","14","3.00","818460009","Ajuntament de Rubí"
"2024/01/26","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Visita escoles",,,,"CASA CONSISTORIAL","Activitat institucional","Acte","2","1.00","818460009","Ajuntament de Rubí"
"2024/01/27","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","165è festes hivern dels Tres tombs. Plantada de la bandera al balcó de la Casa de la Vila",,,,"CASA CONSISTORIAL","Activitat institucional","Acte","2","3.00","818460009","Ajuntament de Rubí"
"2024/01/27","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Recepció a les autoritats amb motiu del 165è festes de Sant Antoni Abat de Rubí",,,,"CASA CONSISTORIAL","Activitat institucional","Acte","9","3.00","818460009","Ajuntament de Rubí"
"2024/01/28","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Convocatòria de premsa: 165a Festa de Sant Antoni Abat",,,,"Davant Cal Gori","Activitat institucional","Acte","2","0.50","818460009","Ajuntament de Rubí"
"2024/01/30","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Assitència Feder ? Red innpulso",,,,"Bilbao","Activitat institucional","Reunió","1","6.00","818460009","Ajuntament de Rubí"
"2024/02/01","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de Govern Local",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","14","3.00","818460009","Ajuntament de Rubí"
"2024/02/01","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Consell d'administració Finca Font del Ferro",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","2","0.50","818460009","Ajuntament de Rubí"
"2024/02/02","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Visita escoles",,,,"CASA CONSISTORIAL","Activitat institucional","Acte","2","1.00","818460009","Ajuntament de Rubí"
"2024/02/05","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Convocatòria de premsa: Presentació dels nous autobusos del servei de transport públic urbà",,,,"C/ Marconi","Activitat institucional","Reunió","1","0.50","818460009","Ajuntament de Rubí"
"2024/02/06","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Parlem amb l'alcaldessa",,,,"Pisos M. Aurèlia Campmany","Activitat institucional","Acte","1","1.00","818460009","Ajuntament de Rubí"
"2024/02/07","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de Govern Local",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","14","3.00","818460009","Ajuntament de Rubí"
"2024/02/07","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Alcaldessa als barris",,,,"Exterior","Activitat institucional","Reunió","5","1.00","818460009","Ajuntament de Rubí"
"2024/02/08","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Alcaldessa als barris",,,,"Exterior","Activitat institucional","Reunió","5","1.00","818460009","Ajuntament de Rubí"
"2024/02/08","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Lliurament de premis i inauguració de l'exposició 37è concurs de màscares",,,,"Escola EdrA. Sala Pepa de Haro.","Activitat institucional","Acte","4","1.00","818460009","Ajuntament de Rubí"
"2024/02/09","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Visita escoles",,,,"CASA CONSISTORIAL","Activitat institucional","Acte","2","1.00","818460009","Ajuntament de Rubí"
"2024/02/09","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Alcaldessa als barris",,,,"Exterior","Activitat institucional","Acte","5","1.00","818460009","Ajuntament de Rubí"
"2024/02/10","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Convocatòria de premsa: Carnaval",,,,"Davant de Cal Gori","Activitat institucional","Reunió","1","0.50","818460009","Ajuntament de Rubí"
"2024/02/12","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Alcaldessa als barris",,,,"Exterior","Activitat institucional","Reunió","5","1.00","818460009","Ajuntament de Rubí"
"2024/02/15","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Consell d'administració Finca Font del Ferro",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","2","0.50","818460009","Ajuntament de Rubí"
"2024/02/15","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Comissió seguiment POUM",,,,"MASÍA DE CAN SERRA","Activitat institucional","Reunió","6","1.50","818460009","Ajuntament de Rubí"
"2024/02/16","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Visita escoles",,,,"CASA CONSISTORIAL","Activitat institucional","Acte","2","1.00","818460009","Ajuntament de Rubí"
"2024/02/16","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Acte de jubilació personal municipal",,,,"CASA CONSISTORIAL","Activitat institucional","Acte","6","0.75","818460009","Ajuntament de Rubí"
"2024/02/19","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Visita àvia centenària",,,,"Visita domicili","Activitat institucional","Acte","3","1.00","818460009","Ajuntament de Rubí"
"2024/02/19","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Alcaldessa als barris",,,,"Exterior","Activitat institucional","Reunió","5","1.00","818460009","Ajuntament de Rubí"
"2024/02/20","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Alcaldessa als barris",,,,"Exterior","Activitat institucional","Reunió","5","1.00","818460009","Ajuntament de Rubí"
"2024/02/21","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de Govern Local",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","14","3.00","818460009","Ajuntament de Rubí"
"2024/02/21","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de portaveus",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","10","0.50","818460009","Ajuntament de Rubí"
"2024/02/21","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta Local de Seguretat",,,,"MASÍA DE CAN SERRA","Activitat institucional","Acte","10","2.00","818460009","Ajuntament de Rubí"
"2024/02/21","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Taula de la diversitat funcional",,,,"RUBÍ FORMA","Activitat institucional","Reunió","2","2.00","818460009","Ajuntament de Rubí"
"2024/02/22","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Alcaldessa als barris",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","5","1.00","818460009","Ajuntament de Rubí"
"2024/02/23","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Visita escoles",,,,"CASA CONSISTORIAL","Activitat institucional","Acte","2","1.00","818460009","Ajuntament de Rubí"
"2024/02/25","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Estrena documental Cent anys d'Esbart",,,,"TEATRE LA SALA","Activitat institucional","Acte","1","1.50","818460009","Ajuntament de Rubí"
"2024/02/26","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Convocatòria de premsa: Dia de la Dona 8M",,,,"C/ Marconi","Activitat institucional","Acte","1","0.50","818460009","Ajuntament de Rubí"
"2024/02/26","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Recepció alcaldessa nadala guanyadora",,,,"CASA CONSISTORIAL","Activitat institucional","Acte","3","0.75","818460009","Ajuntament de Rubí"
"2024/02/27","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Inauguració pistes de petanca del Centre Cívic",,,,"CASAL CÍVIC","Activitat institucional","Acte","3","1.50","818460009","Ajuntament de Rubí"
"2024/02/28","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de Govern Local",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","14","3.00","818460009","Ajuntament de Rubí"
"2024/02/28","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Convocatòria de premsa: Pressupostos Generalitat",,,,"CASA CONSISTORIAL [AD-01]","Activitat institucional","Reunió","3","0.50","818460009","Ajuntament de Rubí"
"2024/02/29","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Ple Municipal",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","12","3.00","818460009","Ajuntament de Rubí"
"2024/03/01","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Convocatòria de premsa: Acord entre les formacions del PSC i ECP",,,,"CASA CONSISTORIAL","Activitat institucional","Acte","3","0.50","818460009","Ajuntament de Rubí"
"2024/03/02","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Ofrena floral del Dia Andalusia",,,,"Plaça andalusia","Activitat institucional","Acte","9","3.00","818460009","Ajuntament de Rubí"
"2024/03/06","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de Govern Local",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","14","3.00","818460009","Ajuntament de Rubí"
"2024/03/07","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Lectura Manifest dia Internacional de les Dones",,,,"Pl Doctor Guardiet","Activitat institucional","Acte","14","3.00","818460009","Ajuntament de Rubí"
"2024/03/07","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Inauguració exposició Juguem de Pep Borras",,,,"EL CELLER","Activitat institucional","Acte","4","1.00","818460009","Ajuntament de Rubí"
"2024/03/08","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Visita escoles",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","2","1.00","818460009","Ajuntament de Rubí"
"2024/03/11","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Visita escoles",,,,"CASA CONSISTORIAL","Activitat institucional","Acte","2","1.00","818460009","Ajuntament de Rubí"
"2024/03/11","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Minut de silenci - Dia Europeu en Memoria de les Víctimes del Terrorisme",,,,"CASA CONSISTORIAL","Activitat institucional","Acte","9","3.00","818460009","Ajuntament de Rubí"
"2024/03/11","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Alcaldessa als barris",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","5","1.00","818460009","Ajuntament de Rubí"
"2024/03/13","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de Govern Local",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","14","3.00","818460009","Ajuntament de Rubí"
"2024/03/13","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de portaveus",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","10","0.50","818460009","Ajuntament de Rubí"
"2024/03/13","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Alcaldessa als barris",,,,"CASA CONSISTORIAL","Activitat institucional","Acte","5","1.00","818460009","Ajuntament de Rubí"
"2024/03/14","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Alcaldessa als barris",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","5","1.00","818460009","Ajuntament de Rubí"
"2024/03/15","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Visita escoles",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","2","1.00","818460009","Ajuntament de Rubí"
"2024/03/18","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Comissió seguiment del POUM",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","7","1.00","818460009","Ajuntament de Rubí"
"2024/03/19","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Alcaldessa als barris",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","5","1.00","818460009","Ajuntament de Rubí"
"2024/03/20","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Rubí format 2024, Fira orientació i formació Inauguració",,,,"RUBÍ FORMA","Activitat institucional","Acte","2","1.50","818460009","Ajuntament de Rubí"
"2024/03/20","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","III Jornades Feministes de Rubí Inauguració",,,,"MUSEU MUNICIPAL CASTELL","Activitat institucional","Acte","7","2.50","818460009","Ajuntament de Rubí"
"2024/03/21","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Ple Municipal",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","12","3.00","818460009","Ajuntament de Rubí"
"2024/03/22","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de Govern Local",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","14","3.00","818460009","Ajuntament de Rubí"
"2024/03/22","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Reunió veïns i veïnes",,,,"LOCALS PLAÇA PLA I PALLEJÀ","Activitat institucional","Reunió","5","1.50","818460009","Ajuntament de Rubí"
"2024/03/22","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Ball de dones",,,,"EL CELLER","Activitat institucional","Acte","5","2.50","818460009","Ajuntament de Rubí"
"2024/03/23","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Ball de dones",,,,"EL CELLER","Activitat institucional","Acte","5","2.50","818460009","Ajuntament de Rubí"
"2024/04/03","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de Govern Local",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","14","3.00","818460009","Ajuntament de Rubí"
"2024/04/04","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Alcaldessa als barris",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","5","1.00","818460009","Ajuntament de Rubí"
"2024/04/05","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Visita escoles",,,,"CASA CONSISTORIAL","Activitat institucional","Acte","2","1.00","818460009","Ajuntament de Rubí"
"2024/04/07","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Acte en conmemoració del dia Internacional de concienciació de l'autisme 2024",,,,"Centre Cívic Sector C - CASTELLNOU","Activitat institucional","Acte","5","3.00","818460009","Ajuntament de Rubí"
"2024/04/08","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Alcaldessa als barris",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","5","1.00","818460009","Ajuntament de Rubí"
"2024/04/09","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Visita escoles",,,,"CASA CONSISTORIAL","Activitat institucional","Acte","2","1.00","818460009","Ajuntament de Rubí"
"2024/04/10","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de Govern Local",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","14","3.00","818460009","Ajuntament de Rubí"
"2024/04/10","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Alcaldessa als barris",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","5","1.00","818460009","Ajuntament de Rubí"
"2024/04/12","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","11a Cantata Escolar de Rubí 2024",,,,"MUSEU MUNICIPAL CASTELL","Activitat institucional","Acte","7","3.00","818460009","Ajuntament de Rubí"
"2024/04/13","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","4a edició Primavera Pop 40 principales 2024",,,,"C.C. ESCARDÍVOL","Activitat institucional","Acte","5","4.00","818460009","Ajuntament de Rubí"
