ANY_SUBVENCIO,DATA_SUBVENCIO,"CIF_BENEFICIARI","BENEFICIARI","CONVOCATORIA","CENTRE_GESTOR","SITUACIO",IMPORT_SOLICITAT,IMPORT_CONCEDIT,DATA_ACTUALITZACIO,"CODI_ENS","NOM_ENS"
"2016","2016/10/04","G59496711","AAVV ELS AVETS (ASPUR)","MODALITAT A: SUBVENCIONS DESTINADES A PROJECTES D'ACTIVITATS DE LES ENTITATS VEÏNALS I CÍVIQUES","Infraestructures i suport entitats","PAGADA","900.00","900.00","2024/09/04 02:38:03","818460009","Ajuntament de Rubí"
"2016","2016/10/04","G61183034","ASSOCIACION ROCIERA ANDALUZA DE RUBI","Convocatòria 2016 subvencions entitats culturals","Cultura","PAGADA","700.00","700.00","2024/09/04 02:38:03","818460009","Ajuntament de Rubí"
"2016","2016/12/20","F58137001","CEVAGRAF SDAD COOP CATALANA LIMITADA","Subvencions impuls activitat empresarial 2016 al municipi de Rubí. Modalitat Comerç","Comerç i Indústria","CONCESSIÓ VALIDADA O APROVADA","1000.00","1000.00","2024/09/04 02:38:03","818460009","Ajuntament de Rubí"
"2016","2016/10/04","G59584995","AA VV CASTELLNOU CAN MIR (SECTOR D)","MODALITAT A: SUBVENCIONS DESTINADES A PROJECTES D'ACTIVITATS DE LES ENTITATS VEÏNALS I CÍVIQUES","Infraestructures i suport entitats","PAGADA","625.00","500.00","2024/09/04 02:38:03","818460009","Ajuntament de Rubí"
"2016","2016/10/04","G61197703","ELS CASTELLERS DE RUBI","Convocatòria 2016 subvencions entitats culturals","Cultura","PAGADA","1120.00","700.00","2024/09/04 02:38:03","818460009","Ajuntament de Rubí"
"2016","2016/10/04","G61289658","ASSOCIACIO  SANT GALDERIC","Convocatòria 2016 subvencions entitats culturals","Cultura","PAGADA","350.00","300.00","2024/09/04 02:38:03","818460009","Ajuntament de Rubí"
"2016","2016/09/06","G63487607","FUNDACIO PRIVADA LLIGA CATALANA D AJUDA ONCOLOGICA","CONVOCATORIA SUBVENCIONES CONCURRENCIA MODALIDAF F: ENTIDADES SOCIOSANITARIAS","Sanitat i serveis socials","JUSTIFICADA PARCIALMENTE","4000.00","3000.00","2024/09/04 02:38:03","818460009","Ajuntament de Rubí"
"2016","2016/10/04","G58061011","IRMANDADE GALEGA DE RUBI","Convocatòria 2016 subvencions entitats culturals","Cultura","PAGADA","10000.00","3000.00","2024/09/04 02:38:03","818460009","Ajuntament de Rubí"
"2016","2016/10/04","G61323721","ASOC DE VECINOS ZONA MERCAT","MODALITAT A: SUBVENCIONS DESTINADES A PROJECTES D'ACTIVITATS DE LES ENTITATS VEÏNALS I CÍVIQUES","Infraestructures i suport entitats","PAGADA","1370.00","1370.00","2024/09/04 02:38:03","818460009","Ajuntament de Rubí"
"2016","2016/10/03","G60867025","AGRUPACIO RUBINENCA D'ESCACS","SUBVENCIONES 2016. MODALIDAD B:ASOCIACIONES Y CLUBS DEPORTIVOS","Esports","JUSTIFICADA PARCIALMENTE","1500.00","1500.00","2024/09/04 02:38:03","818460009","Ajuntament de Rubí"
"2016","2016/10/04","G58085010","CENTRO ARAGONES DE RUBI","Convocatòria 2016 subvencions entitats culturals","Cultura","PAGADA","700.00","700.00","2024/09/04 02:38:03","818460009","Ajuntament de Rubí"
"2016","2016/12/05","G65958019","ASSOCIACIO JUVENIL TIAMAT TEATRE","CONVOCATORIA 2016 PER A ENTITATS JUVENILS","Polítiques de Ciutadania","JUSTIFICADA PARCIALMENTE","2950.00","2950.00","2024/09/04 02:38:03","818460009","Ajuntament de Rubí"
"2016","2016/10/04","G59511048","ASOC DE VECINOS LAS TORRES RUBI 2000","MODALITAT A: SUBVENCIONS DESTINADES A PROJECTES D'ACTIVITATS DE LES ENTITATS VEÏNALS I CÍVIQUES","Infraestructures i suport entitats","PAGADA","2950.00","2296.00","2024/09/04 02:38:03","818460009","Ajuntament de Rubí"
"2016","2016/10/04","G62943576","AMICS DEL COL.LECCIONISME DE RUBI","Convocatòria 2016 subvencions entitats culturals","Cultura","PAGADA","800.00","800.00","2024/09/04 02:38:03","818460009","Ajuntament de Rubí"
"2016","2016/10/04","G61380648","ASSOC VECINOS ZONA RESIDENCIAL CAN SOLA","MODALITAT A: SUBVENCIONS DESTINADES A PROJECTES D'ACTIVITATS DE LES ENTITATS VEÏNALS I CÍVIQUES","Infraestructures i suport entitats","PAGADA","1000.00","1000.00","2024/09/04 02:38:03","818460009","Ajuntament de Rubí"
"2016","2016/10/04","G65540171","ASSOCIACIO RUBI MUSICAL","Convocatòria 2016 subvencions entitats culturals","Cultura","PAGADA","1106.00","550.00","2024/09/04 02:38:03","818460009","Ajuntament de Rubí"
"2016","2016/10/03","G58525643","CLUB PETANCA SANTA ROSA","SUBVENCIONES 2016. MODALIDAD B:ASOCIACIONES Y CLUBS DEPORTIVOS","Esports","JUSTIFICADA","750.00","750.00","2024/09/04 02:38:03","818460009","Ajuntament de Rubí"
"2016","2016/10/04","G58203183","ESBART DANSAIRE DE RUBI","Convocatòria 2016 subvencions entitats culturals","Cultura","PAGADA","3400.00","1000.00","2024/09/04 02:38:03","818460009","Ajuntament de Rubí"
"2016","2016/10/04","G63171698","ASSOC DE VEINS EL PORTAL DE CA N ORIOL","MODALITAT A: SUBVENCIONS DESTINADES A PROJECTES D'ACTIVITATS DE LES ENTITATS VEÏNALS I CÍVIQUES","Infraestructures i suport entitats","PAGADA","1745.80","1745.80","2024/09/04 02:38:03","818460009","Ajuntament de Rubí"
"2016","2016/07/28","G61313516","FEDERACIO D'ASSOCIACIONS DE COMERCIANTS DE RUBI","CONVENI AMB FEDERACIÓ ASSOCIACIONS COMERCIANTS I GREMIS DE RUBI PER PLA DINAMITZACIÓ COMERCIAL","Comerç i Indústria","JUSTIFICADA","37500.00","37500.00","2024/09/04 02:38:03","818460009","Ajuntament de Rubí"
"2016","2016/03/03","G60571668","UNIO ATLETICA RUBI","SUBVENCIÓN 2016 CUOTAS PRÉSTAMO UNIÓ ATLÈTICA RUBÍ","Esports","JUSTIFICADA PARCIALMENTE","2203.32","2202.15","2024/09/04 02:38:03","818460009","Ajuntament de Rubí"
"2016","2016/12/20","B66361700","CANSALADERIA MILA VALLES SL","Subvencions impuls activitat empresarial 2016 al municipi de Rubí. Modalitat Comerç","Comerç i Indústria","CONCESSIÓ VALIDADA O APROVADA","867.77","867.77","2024/09/04 02:38:03","818460009","Ajuntament de Rubí"
"2016","2016/10/04","G59370007","AA VV 25 DE SETEMBRE","MODALITAT A: SUBVENCIONS DESTINADES A PROJECTES D'ACTIVITATS DE LES ENTITATS VEÏNALS I CÍVIQUES","Infraestructures i suport entitats","PAGADA","4751.30","2639.00","2024/09/04 02:38:03","818460009","Ajuntament de Rubí"
"2016","2016/10/04","G58280009","ESCOLA DE SARDANES FLOR DE NEU","Convocatòria 2016 subvencions entitats culturals","Cultura","PAGADA","2398.41","2398.41","2024/09/04 02:38:03","818460009","Ajuntament de Rubí"
"2016","2016/12/20","B60105822","RACO DEL LLIBRE SL","Subvencions impuls activitat empresarial 2016 al municipi de Rubí. Modalitat Comerç","Comerç i Indústria","CONCESSIÓ VALIDADA O APROVADA","770.76","770.76","2024/09/04 02:38:03","818460009","Ajuntament de Rubí"
"2016","2016/03/18","G60571668","UNIO ATLETICA RUBI","SUBVENCIÓ 2016 UNIÓ ATLÈTICA RUBÍ. TEMPORADA ESPORTIVA 2015-2016","Esports","JUSTIFICADA PARCIALMENTE","9000.00","9000.00","2024/09/04 02:38:03","818460009","Ajuntament de Rubí"
"2016","2016/12/30","V58640731","CENTRE D'ESPLAI L'EIXAM","Ajuts a les activitats de les entitats de Lleure","Educació","JUSTIFICADA PARCIALMENTE","5400.00","3950.00","2024/09/04 02:38:03","818460009","Ajuntament de Rubí"
"2016","2016/03/03","G60208972","CLUB ESPORTIU RUBI FUTBOL SALA","SUBVENCIÓ 2016 CER FUTBOL SALA. DINAMITZACIÓ PAVELLÓ CAN ROSÉS","Esports","JUSTIFICADA PARCIALMENTE","64669.00","64669.00","2024/09/04 02:38:03","818460009","Ajuntament de Rubí"
"2016","2016/12/20","B65359747","HEDA RUBI VIATGES SL","Subvencions impuls activitat empresarial 2016 al municipi de Rubí. Modalitat Comerç","Comerç i Indústria","CONCESSIÓ VALIDADA O APROVADA","1000.00","1000.00","2024/09/04 02:38:03","818460009","Ajuntament de Rubí"
"2016","2016/10/04","G66240847","SOCIETAT DE BLUES DE RUBI","Convocatòria 2016 subvencions entitats culturals","Cultura","PAGADA","5000.00","2000.00","2024/09/04 02:38:03","818460009","Ajuntament de Rubí"
"2016","2016/10/03","G59382408","PENYA BLAU GRANA RAMON LLORENS","SUBVENCIONES 2016. MODALIDAD B:ASOCIACIONES Y CLUBS DEPORTIVOS","Esports","JUSTIFICADA","1000.00","1000.00","2024/09/04 02:38:03","818460009","Ajuntament de Rubí"
"2016","2016/12/30","B66682550","MARHABA SPA ERIKA VIGARA SL","CONVOCATÒRIA DE SUBVENCIONS MILLORS INICIATIVES COMERCIALS DE NOVA IMPLANTACIÓ A RUBÍ","Comerç i Indústria","PAGADA","5000.00","5000.00","2024/09/04 02:38:03","818460009","Ajuntament de Rubí"
"2016","2016/12/20","B62811195","SUMINISTROS GINER & GINER","Subvencions impuls activitat empresarial 2016 al municipi de Rubí. Modalitat Comerç","Comerç i Indústria","CONCESSIÓ VALIDADA O APROVADA","744.50","744.50","2024/09/04 02:38:03","818460009","Ajuntament de Rubí"
"2016","2016/12/20","B66682550","MARHABA SPA ERIKA VIGARA SL","Subvencions impuls activitat empresarial 2016 al municipi de Rubí. Modalitat Comerç","Comerç i Indústria","CONCESSIÓ VALIDADA O APROVADA","1000.00","1000.00","2024/09/04 02:38:03","818460009","Ajuntament de Rubí"
"2016","2016/10/03","V58070103","CENTRE EXCURSIONISTA DE RUBI","SUBVENCIONES 2016. MODALIDAD B:ASOCIACIONES Y CLUBS DEPORTIVOS","Esports","JUSTIFICADA PARCIALMENTE","1700.00","1700.00","2024/09/04 02:38:03","818460009","Ajuntament de Rubí"
"2016","2016/10/04","G59349910","AA VV CAN VALLHONRAT","MODALITAT A: SUBVENCIONS DESTINADES A PROJECTES D'ACTIVITATS DE LES ENTITATS VEÏNALS I CÍVIQUES","Infraestructures i suport entitats","PAGADA","600.00","600.00","2024/09/04 02:38:03","818460009","Ajuntament de Rubí"
"2016","2016/12/20","B60808920","TOP RUBI SL","Subvencions impuls activitat empresarial 2016 al municipi de Rubí. Modalitat Comerç","Comerç i Indústria","CONCESSIÓ VALIDADA O APROVADA","1000.00","1000.00","2024/09/04 02:38:03","818460009","Ajuntament de Rubí"
"2016","2016/12/30","G58173063","CENTRE MARISTA D'ESCOLTES","Ajuts a les activitats de les entitats de Lleure","Educació","PAGADA","3000.00","2000.00","2024/09/04 02:38:03","818460009","Ajuntament de Rubí"
"2016","2016/09/06","G63930499","FUNDACIO PRIVADA AVAN","CONVOCATORIA SUBVENCIONES CONCURRENCIA MODALIDAF F: ENTIDADES SOCIOSANITARIAS","Sanitat i serveis socials","JUSTIFICADA PARCIALMENTE","4000.00","3000.00","2024/09/04 02:38:03","818460009","Ajuntament de Rubí"
"2016","2016/12/20","B61353751","MJ 60 ARQUITECTURA SL","Subvencions impuls activitat empresarial 2016 al municipi de Rubí. Modalitat Comerç","Comerç i Indústria","CONCESSIÓ VALIDADA O APROVADA","849.00","849.00","2024/09/04 02:38:03","818460009","Ajuntament de Rubí"
"2016","2016/12/20","B65987000","GRUP DE NEGOCIS LLAR SERVEIS SL","Subvencions impuls activitat empresarial 2016 al municipi de Rubí. Modalitat Comerç","Comerç i Indústria","CONCESSIÓ VALIDADA O APROVADA","285.53","285.53","2024/09/04 02:38:03","818460009","Ajuntament de Rubí"
"2016","2016/11/29","G60208972","CLUB ESPORTIU RUBI FUTBOL SALA","SUBVENCIÓN 2016:CER FUTBOL SALA, TEMP 16-17. PROGRAMA DE MANTENIMIENTO ADULTOS","Esports","JUSTIFICADA PARCIALMENTE","56000.00","26000.00","2024/09/04 02:38:03","818460009","Ajuntament de Rubí"
"2016","2016/10/04","G08804916","UNION EXTREMEÑA DE RUBI","Convocatòria 2016 subvencions entitats culturals","Cultura","PAGADA","800.00","700.00","2024/09/04 02:38:03","818460009","Ajuntament de Rubí"
"2016","2016/12/30","G08983199","ESCOLTES CATALANS","Ajuts a les activitats de les entitats de Lleure","Educació","PAGADA","3000.00","2300.00","2024/09/04 02:38:03","818460009","Ajuntament de Rubí"
"2016","2016/10/04","G63501670","ASSOC CASAL POPULAR DE RUBI","Convocatòria 2016 subvencions entitats culturals","Cultura","PAGADA","1025.00","1025.00","2024/09/04 02:38:03","818460009","Ajuntament de Rubí"
"2016","2016/12/20","B61202883","DIGITAL SIS SL","Subvencions impuls activitat empresarial 2016 al municipi de Rubí. Modalitat Comerç","Comerç i Indústria","CONCESSIÓ VALIDADA O APROVADA","1000.00","1000.00","2024/09/04 02:38:03","818460009","Ajuntament de Rubí"
