ANY_SUBVENCIO,DATA_SUBVENCIO,"CIF_BENEFICIARI","BENEFICIARI","CONVOCATORIA","CENTRE_GESTOR","SITUACIO",IMPORT_SOLICITAT,IMPORT_CONCEDIT,"CODI_ENS","NOM_ENS"
"2024","2024/05/29","G61139432","CLUB PETANCA UNION LAS TORRES RUBI","Subvención 2024.CPetanca Unió Las Torres.Actividades equipos femeninos y Open femenino,año 2024","Esports","JUSTIFICADA PARCIALMENTE","1000.00","1000.00","818460009","Ajuntament de Rubí"
"2024","2024/04/29","Q5855672A","INSTITUT J V FOIX","Ajuts per a projectes pedagògics curs 2023-2024 als centres educatius públics","Educació","JUSTIFICADA","1007.36","1007.36","818460009","Ajuntament de Rubí"
"2024","2024/04/22","G60554425","CLUB ESPORTIU HORITZO 1994","FINANÇAMENT PROJECTES ESPORTIUS","Sanitat i serveis socials","JUSTIFICADA","5700.00","5700.00","818460009","Ajuntament de Rubí"
"2024","2024/04/18","G67018010","AULA D EXTENSIÓ UNIVERSITARIA DE RUBI PER A LA GENT GRAN","FINANÇAMENT PROGRAMA XERRADES DIVULGATIVES I ACTIVITATS CULTURALS","Polítiques de Ciutadania","JUSTIFICADA","4000.00","4000.00","818460009","Ajuntament de Rubí"
"2024","2024/05/21","Q0801826I","ESCOLA DEL BOSC","Ajut per transport per activitats pedagògiques escola del Bosc curs 2023-24","Educació","JUSTIFICADA","770.00","770.00","818460009","Ajuntament de Rubí"
"2024","2024/05/17","Q5855633C","ESCOLA MOSSEN CINTO VERDAGUER","Ajut transport per activitats pedagògiques escola Mossèn Cinto Verdaguer, curs 2023-24","Educació","JUSTIFICADA","1089.00","1089.00","818460009","Ajuntament de Rubí"
"2024","2024/07/09","G67166702","ASSOCIACIO CULTURAL ULL PER ULL","Ass. Ull per Ull per La Nuu Festival Internacional de Fotografia de Rubí","Cultura","JUSTIFICADA","35000.00","35000.00","818460009","Ajuntament de Rubí"
"2024","2024/08/06","G67436675","ASSOCIACIO DAUS VALLES","LÍNIA 1.1F - Projectes d'inclusió socio laboral de persones amb diversitat funcional","Sanitat i serveis socials","JUSTIFICADA PARCIALMENTE","5000.00","5000.00","818460009","Ajuntament de Rubí"
"2024","2024/09/04","G63930499","FUNDACIO PRIVADA AVAN","LÍNIA 3.4A: ACTIVIDADES DE EDUCACIÓN PARA LA SALUD Y DE SOPORTE SOCIOSANITARIO A ENFERMOS Y FAMILIARES","Salut pública","JUSTIFICADA PARCIALMENTE","5000.00","4443.51","818460009","Ajuntament de Rubí"
"2024","2024/04/17","G59466011","CF JUVENTUT 25 DE SETEMBRE","Subvención 2024. CF Juventud 25 Septiembre. Gestión de instalación deportiva, temp 23-24","Esports","PAGADA","8500.00","8500.00","818460009","Ajuntament de Rubí"
"2024","2024/09/02","S0800619I","INSTITUT ESCOLA TERESA ALTET","Ajut transport per les activitats pedagògiques, escol-institut Teresa Altet curs 2023-2024","Educació","JUSTIFICADA","1353.00","1353.00","818460009","Ajuntament de Rubí"
"2024","2024/04/29","Q5856151E","INSTITUT L'ESTATUT","Ajuts per a projectes pedagògics curs 2023-2024 als centres educatius públics","Educació","JUSTIFICADA","1007.36","1007.36","818460009","Ajuntament de Rubí"
"2024","2024/07/10","G58525643","CLUB PETANCA SANTA ROSA","Subvención 2024.C Petanca Sta Rosa. Actividades de temporada femenina de petanca año 2024","Esports","JUSTIFICADA PARCIALMENTE","500.00","500.00","818460009","Ajuntament de Rubí"
"2024","2024/05/22","G60423308","C E B  SANT JORDI","Subvención 2024.CEB Sant Jordi. Organización escuela deportiva basquet, temp 23-24","Esports","JUSTIFICADA","2500.00","2500.00","818460009","Ajuntament de Rubí"
"2024","2024/08/02","G65876955","ASSOC SOLIDARITAT I AJUDA VEINAL (ASAV)","LÍNIA 1.1C - PROJECTES SOCIOEDUCATIUS ADREÇATS A LA INFÀNCIA I A L'ADOLESCÈNCIA","Sanitat i serveis socials","PAGADA","4250.00","4250.00","818460009","Ajuntament de Rubí"
"2024","2024/07/02","G64154479","ASSOCIACIO CREART","SUBVENCIÓ CONCURRÈNCIA PROJECTES DE COOPERACIÓ INTERNACIONAL AL DESENVOLUPAMENT 2024","Polítiques de Ciutadania","PAGADA","7213.80","7213.80","818460009","Ajuntament de Rubí"
"2024","2024/06/07","G63721963","COMISSIO CATALAN D AJUDA AL REFUGIAT","MUNICIPIS ACOLLIDORS2024: PROGRAMA COMPLEMENTARI D'ACOLLIDA I INCLUSIÓ DE PERSONES DESPLAÇADES FORÇOSAMENT A RUBÍ","Polítiques de Ciutadania","JUSTIFICADA PARCIALMENTE","43000.00","43000.00","818460009","Ajuntament de Rubí"
"2024","2024/08/06","G08992786","ASSOCIACIÓ DE PERSONES AMB DIVERSITAT INTELECTUAL DE RUBÍ","LÍNIA 1.1F - Projectes d'inclusió socio laboral de persones amb diversitat funcional","Sanitat i serveis socials","PAGADA","9134.90","9134.90","818460009","Ajuntament de Rubí"
"2024","2024/10/30","G58978651","GIMNAS ARTISTIC I ESPORTIU RUBI","Subvención 2024.GAER.Actividades gimnasia artística masculina, año 2024","Esports","JUSTIFICADA","500.00","500.00","818460009","Ajuntament de Rubí"
"2024","2024/10/24","B65987000","GRUP DE NEGOCIS LLAR SERVEIS SL","Convocatòria Subvencions 2024, Impuls activitat empresarial. Modalitat Comerç","Comerç i Indústria","PAGADA","4000.00","4000.00","818460009","Ajuntament de Rubí"
"2024","2024/12/05","G59370007","AA VV 25 DE SETEMBRE","Línia 3.23B Activitats de dinamització social, cultural i esportiva dels barris","Infraestructures i suport entitats","JUSTIFICADA","3923.00","3923.00","818460009","Ajuntament de Rubí"
"2024","2024/04/29","Q5855469B","INSTITUT DUC DE MONTBLANC","Ajuts per a projectes pedagògics curs 2023-2024 als centres educatius públics","Educació","JUSTIFICADA","1246.93","1246.93","818460009","Ajuntament de Rubí"
"2024","2024/12/29","E65343196","CB GERMANS CARDO","CONVOCATÒRIA 2024 DELS AJUTS PER A OBRES DE REFORMA I CONDICIONAMENT D'HABITATGES INCLOSOS EN LA BORSA DE MEDIACIÓ DE LLOGUER SOCIAL (BMLLS)","Habitatge","PAGADA","3429.17","3429.17","818460009","Ajuntament de Rubí"
"2024","2024/08/06","G64599509","CLUB ESCOLA DE FUTBOL CAN MIR","LÍNIA 1.1E - PROJECTES D'INCLUSIÓ SOCIAL DE PERSONES EN SITUACIÓ DE VULNERABILITAT O DIFICULTATS SOCIALS","Sanitat i serveis socials","PAGADA","3570.00","3570.00","818460009","Ajuntament de Rubí"
"2024","2024/05/29","G61004412","HOQUEI CLUB RUBI CENT PATINS","Subvención 2024.HCR Cent Patins.Competiciones equipos femeninos, temp 23-24","Esports","PAGADA","8000.00","8000.00","818460009","Ajuntament de Rubí"
"2024","2024/08/06","F61969093","INTEGRACIO SOCIAL DE MENORS -ISOM- SCCL","LÍNIA 1.1F - Projectes d'inclusió socio laboral de persones amb diversitat funcional","Sanitat i serveis socials","REINTEGRADA","2308.10","2308.10","818460009","Ajuntament de Rubí"
"2024","2024/04/17","G63436398","ASSOCIACIO DE MARES I PARES D'ALUMNES DEL CEE CA N'ORIOL","SUBVENCIÓ PROJECTES CASAL JULIOL 2024","Sanitat i serveis socials","JUSTIFICADA PARCIALMENTE","21000.00","21000.00","818460009","Ajuntament de Rubí"
"2024","2024/04/29","Q5855638B","ESCOLA TORRE DE LA LLEBRE","Ajuts per a projectes pedagògics curs 2023-2024 als centres educatius públics","Educació","JUSTIFICADA","1102.60","1102.60","818460009","Ajuntament de Rubí"
"2024","2024/05/22","G60423308","C E B  SANT JORDI","Subvención 2024.CEB Sant Jordi. Gestión instalación deportiva, temp 23-24","Esports","PAGADA","8500.00","8500.00","818460009","Ajuntament de Rubí"
"2024","2024/05/29","R0801934A","CARITAS DIOCESANA DE TERRASSA","Projectes cobertura necessitats bàsiques, acollida persones en situació de vulnerabilitat, Aula Jove, El Casalet i Menjador Social","Sanitat i serveis socials","JUSTIFICADA","38000.00","38000.00","818460009","Ajuntament de Rubí"
"2024","2024/11/21","G59849760","FOMENT DE LA SARDANA DE RUBI","Línia 3.2G - Activitats de promoció i difusió de la cultura tradicional i popular catalana","Cultura","JUSTIFICADA","2675.00","2675.00","818460009","Ajuntament de Rubí"
"2024","2024/05/29","G62462494","COORDINADORA DE ENTIDADES CULTURALES ANDALUZAS DE RUBI","Subvenció CECAR per a la celebració del Dia de Andalucia 2024","Cultura","JUSTIFICADA","3624.77","3624.77","818460009","Ajuntament de Rubí"
"2024","2024/04/09","G62631932","FRATER-NADAL SERVEI SOCIAL EVANGELIC","SUBVENCIÓ DIRECTA COBERTURA NECESSITATS BÀSIQUES","Sanitat i serveis socials","JUSTIFICADA PARCIALMENTE","40000.00","40000.00","818460009","Ajuntament de Rubí"
"2024","2024/11/21","G61197703","ELS CASTELLERS DE RUBI","Línia 3.2G - Activitats de promoció i difusió de la cultura tradicional i popular catalana","Cultura","JUSTIFICADA","1387.50","1387.50","818460009","Ajuntament de Rubí"
"2024","2024/08/06","G67008318","RUBITEA ASSOCIACIO DE FAMILIES DE PERSONES AMB AUTISME","LÍNIA 1.1F - Projectes d'inclusió socio laboral de persones amb diversitat funcional","Sanitat i serveis socials","PAGADA","3229.90","3229.90","818460009","Ajuntament de Rubí"
"2024","2024/04/29","S0800117D","ESCOLA CA N'ALZAMORA","Ajuts per a projectes pedagògics curs 2023-2024 als centres educatius públics","Educació","JUSTIFICADA","1391.26","1391.26","818460009","Ajuntament de Rubí"
"2024","2024/07/02","G64680986","ASSOCIACIO PER AL DESENVOLUPAMENT CULTURAL, AMBIENTAL I HUMA","SUBVENCIÓ CONCURRÈNCIA PROJECTES DE COOPERACIÓ INTERNACIONAL AL DESENVOLUPAMENT 2024","Polítiques de Ciutadania","PAGADA","10147.41","10147.41","818460009","Ajuntament de Rubí"
"2024","2024/03/19","G61000444","RUBI ADF","Subvenció ADF-Rubí 2024","PROTECCIO CIVIL","PAGADA","3000.00","3000.00","818460009","Ajuntament de Rubí"
"2024","2024/08/06","R0801934A","CARITAS DIOCESANA DE TERRASSA","LÍNIA 1.1E - PROJECTES D'INCLUSIÓ SOCIAL DE PERSONES EN SITUACIÓ DE VULNERABILITAT O DIFICULTATS SOCIALS","Sanitat i serveis socials","JUSTIFICADA","8046.00","8046.00","818460009","Ajuntament de Rubí"
"2024","2024/04/17","G59466011","CF JUVENTUT 25 DE SETEMBRE","Subvención 2024.CF Juventud 25 Septiembre. Competiciones y actividades de los equipos femeninos, temp 23-24","Esports","JUSTIFICADA PARCIALMENTE","4000.00","4000.00","818460009","Ajuntament de Rubí"
"2024","2024/05/21","S0800276H","ESCOLA RIVO RUBEO","Ajut per transport per activitats pedagògiques escola Rivo rubeo, curs2023-24","Educació","JUSTIFICADA","2497.00","2497.00","818460009","Ajuntament de Rubí"
"2024","2024/11/21","G62654462","APLEC DE RUBI","Línia 3.2G - Activitats de promoció i difusió de la cultura tradicional i popular catalana","Cultura","JUSTIFICADA","1262.50","1262.50","818460009","Ajuntament de Rubí"
"2024","2024/11/26","G60480985","HERMANDAD ROCIERA ANDALUZA DE RUBI","Línia 3.2C - Activitats de promoció i difusió de la cultura popular i tradicional de la resta d'Espanya","Cultura","JUSTIFICADA","2075.00","2075.00","818460009","Ajuntament de Rubí"
"2024","2024/10/03","G08983199","ESCOLTES CATALANS","LÍNIA 1.3B - ACTIVITATS DE LLEURE D'INFANTS I JOVES","Polítiques de Ciutadania","PAGADA","2696.60","2696.60","818460009","Ajuntament de Rubí"
"2024","2024/07/10","G58525643","CLUB PETANCA SANTA ROSA","Subvención 2024.C Petanca Santa Rosa. Actividades de temporada masculina de petanca año 2024","Esports","JUSTIFICADA PARCIALMENTE","2000.00","2000.00","818460009","Ajuntament de Rubí"
"2024","2024/05/15","G60944246","ASSOCIACIÓ PER LA PROMOCIÓ DE L'ESPECACLE INFANTIL I  JUVENIL LA XARXA","Subvenció per l'Associació per a la Promoció de l'Espectacle Infantil i Juvenil a Rubí, per a l'espectacle infantil en temps de lleure","Cultura","JUSTIFICADA","3700.00","3700.00","818460009","Ajuntament de Rubí"
"2024","2024/05/29","G60208972","CLUB ESPORTIU RUBI FUTBOL SALA","Subvención 2024.CE Rubí Futbol Sala.Dinamización polideportivo y campo de césped artificial de Can Rosés, año 2024","Esports","PAGADA","68200.00","68200.00","818460009","Ajuntament de Rubí"
"2024","2024/07/10","G58061011","IRMANDADE GALEGA DE RUBI","Subvenció a Irmandade Galega de Rubí per l'activitat ""Rubí no Camiño, Rubí al Camí""","Cultura","JUSTIFICADA","9500.00","9500.00","818460009","Ajuntament de Rubí"
"2024","2024/08/06","Q2866001G","CRUZ ROJA ESPAÑOLA","LÍNIA 1.1E - PROJECTES D'INCLUSIÓ SOCIAL DE PERSONES EN SITUACIÓ DE VULNERABILITAT O DIFICULTATS SOCIALS","Sanitat i serveis socials","JUSTIFICADA PARCIALMENTE","2295.00","2295.00","818460009","Ajuntament de Rubí"
"2024","2024/05/29","G59183806","UNIO ESPORTIVA DE RUBI","Subvención 2024.UER.Actividades equipos femeninos, temp 23-24","Esports","PAGADA","5000.00","5000.00","818460009","Ajuntament de Rubí"
"2024","2024/11/05","Q0873004F","CAMARA OFICIAL DE COMERCIO E  INDUSTRIA TERRASSA","SUBVENCIÓ DIRECTE CAMBRA OFICIAL DE COMERÇ, INDUSTRIA I SERVEIS DE TERRASSA PER PROJECTE VALS CONSUM 2024","Comerç i Indústria","JUSTIFICADA PARCIALMENTE","165000.00","165000.00","818460009","Ajuntament de Rubí"
"2024","2024/07/22","G17125832","FONS CATALA DE COOPERACIO AL DESENVOLUP","SUBVENCIÓ DIRECTA PROJECTES 3908 I 3957","Polítiques de Ciutadania","PAGADA","15000.00","15000.00","818460009","Ajuntament de Rubí"
"2024","2024/05/21","Q5855639J","ESCOLA JOAN MARAGALL","Ajut per transport per activitats pedagògiques a l' escola Joan Maragall, curs 2023-24","Educació","JUSTIFICADA","4053.38","4053.38","818460009","Ajuntament de Rubí"
"2024","2024/10/03","V58640731","CENTRE D'ESPLAI L'EIXAM","LÍNIA 1.3B - ACTIVITATS DE LLEURE D'INFANTS I JOVES","Polítiques de Ciutadania","PAGADA","2000.00","2000.00","818460009","Ajuntament de Rubí"
"2024","2024/04/17","G59466011","CF JUVENTUT 25 DE SETEMBRE","Subvención 2024. CF Juventud 25 Septiembre. Competiciones escolares y federadas equipos masculinos, temp 23-24","Esports","PAGADA","14000.00","14000.00","818460009","Ajuntament de Rubí"
"2024","2024/07/10","G66240847","SOCIETAT DE BLUES DE RUBI","Subvenció per Societat de Blues de Rubí per 11è Festival de Blues a Rubí 2024","Cultura","JUSTIFICADA","3000.00","3000.00","818460009","Ajuntament de Rubí"
"2024","2024/08/06","G63930499","FUNDACIO PRIVADA AVAN","LÍNIA 1.1F - Projectes d'inclusió socio laboral de persones amb diversitat funcional","Sanitat i serveis socials","JUSTIFICADA","12023.10","12023.10","818460009","Ajuntament de Rubí"
"2024","2024/09/04","G63487607","FUNDACIO PRIVADA LLIGA CATALANA D AJUDA ONCOLOGICA","LÍNIA 3.4A: ACTIVIDADES DE EDUCACIÓN PARA LA SALUD Y DE SOPORTE SOCIOSANITARIO A ENFERMOS Y FAMILIARES","Salut pública","JUSTIFICADA PARCIALMENTE","5000.00","3574.49","818460009","Ajuntament de Rubí"
"2024","2024/11/06","G60867025","AGRUPACIO RUBINENCA D'ESCACS","Subvención 2024.Assoc. Escacs Rubinenca.Actividades temporada, Open,jornadas escolares y actividades extraordinarias 75 aniversario,año 2024","Esports","JUSTIFICADA PARCIALMENTE","3000.00","3000.00","818460009","Ajuntament de Rubí"
"2024","2024/04/29","Q5855633C","ESCOLA MOSSEN CINTO VERDAGUER","Ajuts per a projectes pedagògics curs 2023-2024 als centres educatius públics","Educació","JUSTIFICADA","1246.93","1246.93","818460009","Ajuntament de Rubí"
"2024","2024/04/29","Q5855634A","ESCOLA MONTESSORI","Ajuts per a projectes pedagògics curs 2023-2024 als centres educatius públics","Educació","JUSTIFICADA","1486.50","1486.50","818460009","Ajuntament de Rubí"
"2024","2024/05/29","G61004412","HOQUEI CLUB RUBI CENT PATINS","Subvención 2024.HCR Cent Patins.Organización escuela deportiva, temp 23-24","Esports","JUSTIFICADA","1200.00","1200.00","818460009","Ajuntament de Rubí"
"2024","2024/09/04","G72961063","ASSOCIACIO BENEFICA CAMINA CORRE I BALLA","LÍNIA 3.4A: ACTIVIDADES DE EDUCACIÓN PARA LA SALUD Y DE SOPORTE SOCIOSANITARIO A ENFERMOS Y FAMILIARES","Salut pública","JUSTIFICADA","982.00","982.00","818460009","Ajuntament de Rubí"
"2024","2024/08/06","G64154479","ASSOCIACIO CREART","LÍNIA 1.8A - ACTIVITATS DE SENSIBILITZACIÓ I EDUCACIÓ PER A LA CIUTADANIA GLOBAL","Polítiques de Ciutadania","PAGADA","4763.03","4763.03","818460009","Ajuntament de Rubí"
"2024","2024/11/21","G59499996","ASSOCIACIO CORAL UNIO RUBINENCA","Línia 3.2G - Activitats de promoció i difusió de la cultura tradicional i popular catalana","Cultura","PAGADA","1275.00","1275.00","818460009","Ajuntament de Rubí"
"2024","2024/04/29","S5800028B","INSTITUT LA SERRETA","Ajuts per a projectes pedagògics curs 2023-2024 als centres educatius públics","Educació","JUSTIFICADA","1246.93","1246.93","818460009","Ajuntament de Rubí"
"2024","2024/12/05","G63171698","ASSOC DE VEINS EL PORTAL DE CA N ORIOL","Línia 3.23B Activitats de dinamització social, cultural i esportiva dels barris","Infraestructures i suport entitats","JUSTIFICADA","1184.16","1184.16","818460009","Ajuntament de Rubí"
"2024","2024/04/16","G60313459","COLLA DE GEGANTERS DE RUBI","Subvenció nominativa 2024 a la Colla de Geganters de Rubí per al programa de sortides, trobades i difusió de la cultura gegantera i conservació patrimonial","Cultura","JUSTIFICADA","10500.00","10500.00","818460009","Ajuntament de Rubí"
"2024","2024/04/29","Q0801862D","INSTITUT TORRENT DELS ALOUS","Ajuts per a projectes pedagògics curs 2023-2024 als centres educatius públics","Educació","JUSTIFICADA","1007.36","1007.36","818460009","Ajuntament de Rubí"
"2024","2024/10/08","G67024059","ASSOCIACIO JUVENIL MUSICAL LA SONIK","LÍNIA 1.3A - ACTIVITATS EN ÀMBITS D'ACTUACIÓ DEL PLA LOCAL DE JOVENTUT","Polítiques de Ciutadania","PAGADA","4000.00","4000.00","818460009","Ajuntament de Rubí"
"2024","2024/05/22","G60423308","C E B  SANT JORDI","Subvención 2024.CEB Sant Jordi.Competiciones equipos femeninos, temp 23-24","Esports","JUSTIFICADA","4000.00","4000.00","818460009","Ajuntament de Rubí"
"2024","2024/11/05","G63501670","ASSOC CASAL POPULAR DE RUBI","Línia 3.2E - Activitats de creació i difusió d'arts escèniques","Cultura","JUSTIFICADA","1200.00","1200.00","818460009","Ajuntament de Rubí"
"2024","2024/06/10","G59755363","ASSOCIACIO DE PESSEBRISTES DE RUBI","Subvenció nominativa 2024, per a finançament de L'organització de l'Exposició dels Diorames de Nadal 2024, a Associació Pessebristes de Rubí.","Cultura","JUSTIFICADA","2500.00","2500.00","818460009","Ajuntament de Rubí"
"2024","2024/05/15","G59527903","CD OLIMPIC CAN FATJO","Subvención 2024.CE Olímpic Can Fatjó.Subvención escolar y federada, equipos masculinos, temp 23-24","Esports","PAGADA","14000.00","14000.00","818460009","Ajuntament de Rubí"
"2024","2024/08/02","G61095006","ASSOCIACIO EL FAR SERVEI SOCIAL PROTESTANT","LÍNIA 1.1C - PROJECTES SOCIOEDUCATIUS ADREÇATS A LA INFÀNCIA I A L'ADOLESCÈNCIA","Sanitat i serveis socials","JUSTIFICADA PARCIALMENTE","10500.00","10500.00","818460009","Ajuntament de Rubí"
"2024","2024/07/02","G46973715","FARMACEUTICOS MUNDI","SUBVENCIÓ CONCURRÈNCIA PROJECTES DE COOPERACIÓ INTERNACIONAL AL DESENVOLUPAMENT 2024","Polítiques de Ciutadania","PAGADA","10676.42","10676.42","818460009","Ajuntament de Rubí"
"2024","2024/04/29","Q5855553C","ESCOLA RAMON LLULL","Ajuts per a projectes pedagògics curs 2023-2024 als centres educatius públics","Educació","JUSTIFICADA","863.06","863.06","818460009","Ajuntament de Rubí"
"2024","2024/09/04","G65513947","CLUB BOXEO RUBI","Subvención 2024.Club Boxeo Rubí.Gestión instalación deportiva, año 2024","Esports","JUSTIFICADA","8500.00","8500.00","818460009","Ajuntament de Rubí"
"2024","2024/08/02","G59429290","ASSOCIACIO COMPARTIR","LÍNIA 1.1C - PROJECTES SOCIOEDUCATIUS ADREÇATS A LA INFÀNCIA I A L'ADOLESCÈNCIA","Sanitat i serveis socials","PAGADA","15250.00","15250.00","818460009","Ajuntament de Rubí"
"2024","2024/08/06","G63436398","ASSOCIACIO DE MARES I PARES D'ALUMNES DEL CEE CA N'ORIOL","LÍNIA 1.1F - Projectes d'inclusió socio laboral de persones amb diversitat funcional","Sanitat i serveis socials","JUSTIFICADA","3500.00","3500.00","818460009","Ajuntament de Rubí"
"2024","2024/05/31","Q5855553C","ESCOLA RAMON LLULL","Ajut transport per activitats pedagògiques a l'Escola Ramon Llull curs 2023-24","Educació","JUSTIFICADA","1089.00","1089.00","818460009","Ajuntament de Rubí"
"2024","2024/04/29","S0800276H","ESCOLA RIVO RUBEO","Ajuts per a projectes pedagògics curs 2023-2024 als centres educatius públics","Educació","JUSTIFICADA","1391.26","1391.26","818460009","Ajuntament de Rubí"
"2024","2024/10/03","G17125832","FONS CATALA DE COOPERACIO AL DESENVOLUP","SUBVENCIÓ DIRECTA EXCEPCIONAL  FONS CATALÀ DE COOPERACIÓ AL DESENVOLUPAMENT","Polítiques de Ciutadania","JUSTIFICADA PARCIALMENTE","16000.00","16000.00","818460009","Ajuntament de Rubí"
"2024","2024/04/29","Q5855635H","ESCOLA PAU CASALS","Ajuts per a projectes pedagògics curs 2023-2024 als centres educatius públics","Educació","JUSTIFICADA","1630.83","1630.83","818460009","Ajuntament de Rubí"
"2024","2024/04/24","G56043565","REFUGIADOS BIENVENIDOS ESPAÑA","REFUGIADOS BIENVENIDOS RUBÍ. CULTURA DE BENVINGUDA","Polítiques de Ciutadania","JUSTIFICADA PARCIALMENTE","7000.00","7000.00","818460009","Ajuntament de Rubí"
"2024","2024/08/06","G64599509","CLUB ESCOLA DE FUTBOL CAN MIR","LÍNIA 1.1F - Projectes d'inclusió socio laboral de persones amb diversitat funcional","Sanitat i serveis socials","PAGADA","4800.00","4800.00","818460009","Ajuntament de Rubí"
"2024","2024/10/30","G58978651","GIMNAS ARTISTIC I ESPORTIU RUBI","Subvención 2024.GAER.Actividades gimnasia artística femenina, año 2024","Esports","JUSTIFICADA","2500.00","2500.00","818460009","Ajuntament de Rubí"
"2024","2024/07/24","R0800380H","CASA COLEGIO REGINA CARMELI RUBI","Subvención 2024.Regina Carmeli.Competiciones escolares y federadas de basquet, equipos masculinos, temp 23-24","Esports","JUSTIFICADA","3500.00","3500.00","818460009","Ajuntament de Rubí"
"2024","2024/05/29","G59183806","UNIO ESPORTIVA DE RUBI","Subvención 2024.UER.Competiciones escolares y federadas equipos masculinos, temporada 23-24","Esports","PAGADA","40000.00","40000.00","818460009","Ajuntament de Rubí"
"2024","2024/03/14","G61323317","AMICS AUTOMOBILS ANTICS DE RUBI","Associació Amics d'Automòbils Antics, activitats 2024","Cultura","JUSTIFICADA","2000.00","2000.00","818460009","Ajuntament de Rubí"
"2024","2024/03/06","G60871761","CLUB VOLEIBOL RUBI","Subvención 2024. C Voleibol Rubí. Competiciones equipos masculinos, temp 23-24","Esports","JUSTIFICADA","1000.00","1000.00","818460009","Ajuntament de Rubí"
"2024","2024/04/29","Q5855637D","ESCOLA 25 DE SETEMBRE","Ajuts per a projectes pedagògics curs 2023-2024 als centres educatius públics","Educació","JUSTIFICADA","1630.83","1630.83","818460009","Ajuntament de Rubí"
"2024","2024/05/21","Q5855638B","ESCOLA TORRE DE LA LLEBRE","Ajut per transport per activitats pedagògiques a l'escola Torre de la LLebre, curs 2023-24","Educació","JUSTIFICADA","792.00","792.00","818460009","Ajuntament de Rubí"
"2024","2024/03/12","G58203183","ESBART DANSAIRE DE RUBI","Programa de dansa tradicional a les escoles, curs 2023-2024","Educació","JUSTIFICADA","33544.00","33544.00","818460009","Ajuntament de Rubí"
