ANY_SUBVENCIO,DATA_SUBVENCIO,"CIF_BENEFICIARI","BENEFICIARI","CONVOCATORIA","CENTRE_GESTOR","SITUACIO",IMPORT_SOLICITAT,IMPORT_CONCEDIT,"CODI_ENS","NOM_ENS"
"2015","2015/12/31","G66302498","ASSOCIACIO DE VEINS DE CAN XIMELIS SECTOR D-4","MODALITAT A: SUBVENCIONS DESTINADES A PROJECTES D'ACTIVITATS DE LES ENTITATS VEÏNALS I CÍVIQUES","Presidència","CONCESION PENDIENTE DE APROBACIÓN (FASE D)","180.00","180.00","818460009","Ajuntament de Rubí"
"2015","2015/11/18","F58137001","CEVAGRAF SDAD COOP CATALANA LIMITADA","SUBVENCION IMPULS ACTIVITAT EMPRESARIAL ANY 2015. MODALITAT COMERÇ","Comerç i Indústria","PAGADA","1000.00","1000.00","818460009","Ajuntament de Rubí"
"2015","2015/11/18","B65966749","AYALATIM LATINA SOCIEDAD LIMITADA","SUBVENCION IMPULS ACTIVITAT EMPRESARIAL ANY 2015. MODALITAT COMERÇ","Comerç i Indústria","PAGADA","950.35","950.35","818460009","Ajuntament de Rubí"
"2015","2015/08/04","G66240847","SOCIETAT DE BLUES DE RUBI","Convocatòria concessió subvencions 2015 a entitats culturals","Cultura","PAGADA","1500.00","1000.00","818460009","Ajuntament de Rubí"
"2015","2015/07/21","G61323721","ASOC DE VECINOS ZONA MERCAT","MODALITAT A: SUBVENCIONS DESTINADES A PROJECTES D'ACTIVITATS DE LES ENTITATS VEÏNALS I CÍVIQUES","Presidència","JUSTIFICADA","1220.00","1220.00","818460009","Ajuntament de Rubí"
"2015","2015/08/04","G60480985","HERMANDAD ROCIERA ANDALUZA DE RUBI","Convocatòria concessió subvencions 2015 a entitats culturals","Cultura","PAGADA","2334.73","800.00","818460009","Ajuntament de Rubí"
"2015","2015/08/04","G63450522","CENTRE DE LLEURE ALTERNATIU MOLI 21","Convocatòria concessió subvencions 2015 a entitats culturals","Cultura","PAGADA","1100.00","1100.00","818460009","Ajuntament de Rubí"
"2015","2015/07/27","G58525643","CLUB PETANCA SANTA ROSA","SUBVENCIONS 2015 ENTITATS I PROGRAMES ESPORTIUS","Esports","JUSTIFICADA","750.00","750.00","818460009","Ajuntament de Rubí"
"2015","2015/08/04","G62943576","AMICS DEL COL.LECCIONISME DE RUBI","Convocatòria concessió subvencions 2015 a entitats culturals","Cultura","JUSTIFICADA","300.00","300.00","818460009","Ajuntament de Rubí"
"2015","2015/07/21","G63171698","ASSOC DE VEINS EL PORTAL DE CA N ORIOL","MODALITAT A: SUBVENCIONS DESTINADES A PROJECTES D'ACTIVITATS DE LES ENTITATS VEÏNALS I CÍVIQUES","Presidència","JUSTIFICADA","1795.70","1400.00","818460009","Ajuntament de Rubí"
"2015","2015/11/24","G60208972","CLUB ESPORTIU RUBI FUTBOL SALA","CONVENI CER FUTBOL SALA PROGRA MANT GENT GRAN 2015-2016","Esports","JUSTIFICADA PARCIALMENTE","56000.00","56000.00","818460009","Ajuntament de Rubí"
"2015","2015/07/27","G60867025","AGRUPACIO RUBINENCA D'ESCACS","SUBVENCIONS 2015 ENTITATS I PROGRAMES ESPORTIUS","Esports","JUSTIFICADA PARCIALMENTE","1900.00","1500.00","818460009","Ajuntament de Rubí"
"2015","2015/08/04","G60836871","GRUP CULTURAL I DE TEATRE CORIMBO","Convocatòria concessió subvencions 2015 a entitats culturals","Cultura","JUSTIFICADA","439.50","439.00","818460009","Ajuntament de Rubí"
"2015","2015/08/04","G58202953","CASA DE ANDALUCIA EN RUBI","Convocatòria concessió subvencions 2015 a entitats culturals","Cultura","PAGADA","1200.00","800.00","818460009","Ajuntament de Rubí"
"2015","2015/11/18","J65735110","LA TARANTELLA NAPOLETANA SCP","SUBVENCION IMPULS ACTIVITAT EMPRESARIAL ANY 2015. MODALITAT COMERÇ","Comerç i Indústria","PAGADA","950.00","950.00","818460009","Ajuntament de Rubí"
"2015","2015/07/24","G58203183","ESBART DANSAIRE DE RUBI","Convocatòria concessió subvencions 2015 a entitats culturals","Cultura","JUSTIFICADA","900.00","450.00","818460009","Ajuntament de Rubí"
"2015","2015/08/04","G58061011","IRMANDADE GALEGA DE RUBI","Convocatòria concessió subvencions 2015 a entitats culturals","Cultura","JUSTIFICADA","10000.00","3000.00","818460009","Ajuntament de Rubí"
"2015","2015/12/15","B66416058","ALQUADRATCUINERS SL","CONVOCATÒRIA 2015 DE SUBVENCIONS MILLORS INICIATIVES COMERCIALS DE NOVA IMPLANTACIÓ","Comerç i Indústria","JUSTIFICADA","5000.00","5000.00","818460009","Ajuntament de Rubí"
"2015","2015/11/18","J65661860","PESCADERIA PACO PAQUITA SCP","SUBVENCION IMPULS ACTIVITAT EMPRESARIAL ANY 2015. MODALITAT COMERÇ","Comerç i Indústria","PAGADA","181.68","181.68","818460009","Ajuntament de Rubí"
"2015","2015/08/04","V59499996","SOCIETAT CORAL LA UNIO RUBINENCA DE RUBI","Convocatòria concessió subvencions 2015 a entitats culturals","Cultura","PAGADA","2980.00","1300.00","818460009","Ajuntament de Rubí"
"2015","2015/11/18","B59102145","JUMA ELECTROHOGAR SL","SUBVENCION IMPULS ACTIVITAT EMPRESARIAL ANY 2015. MODALITAT COMERÇ","Comerç i Indústria","PAGADA","250.38","250.38","818460009","Ajuntament de Rubí"
"2015","2015/03/11","G60571668","UNIO ATLETICA RUBI","PRÒRROGA CONVENI PER AL 2015 UNIÓ ATLÈTICA RUBÍ. TEMPORADA ESPORTIVA COMPETICIÓ","Esports","PAGADA","9000.00","9000.00","818460009","Ajuntament de Rubí"
"2015","2015/08/04","G58543182","AGRUPACIÓ RUBINENCA CULTURAL I ARTISTICA","Convocatòria concessió subvencions 2015 a entitats culturals","Cultura","REINTEGRADA PARCIALMENTE","1112.50","800.00","818460009","Ajuntament de Rubí"
"2015","2015/11/18","A58269465","VILA ELECTROLLAR S A","SUBVENCION IMPULS ACTIVITAT EMPRESARIAL ANY 2015. MODALITAT COMERÇ","Comerç i Indústria","PAGADA","367.66","367.66","818460009","Ajuntament de Rubí"
"2015","2015/11/18","B65987000","GRUP DE NEGOCIS LLAR SERVEIS SL","SUBVENCION IMPULS ACTIVITAT EMPRESARIAL ANY 2015. MODALITAT COMERÇ","Comerç i Indústria","PAGADA","614.05","614.05","818460009","Ajuntament de Rubí"
"2015","2015/11/18","A58130998","CANSALADERIAS MARTINEZ NAVARRO SA","SUBVENCION IMPULS ACTIVITAT EMPRESARIAL ANY 2015. MODALITAT COMERÇ","Comerç i Indústria","PAGADA","1000.00","1000.00","818460009","Ajuntament de Rubí"
"2015","2015/08/04","G58085010","CENTRO ARAGONES DE RUBI","Convocatòria concessió subvencions 2015 a entitats culturals","Cultura","JUSTIFICADA","700.00","700.00","818460009","Ajuntament de Rubí"
"2015","2015/09/29","G65625840","CASAL RUBI","MODALITAT A: SUBVENCIONS DESTINADES A PROJECTES D'ACTIVITATS DE LES ENTITATS VEÏNALS I CÍVIQUES","Presidència","PAGADA","600.00","600.00","818460009","Ajuntament de Rubí"
"2015","2015/11/18","J63209746","BLAZQUEZ BARRAGAN SCP","SUBVENCION IMPULS ACTIVITAT EMPRESARIAL ANY 2015. MODALITAT COMERÇ","Comerç i Indústria","PAGADA","1000.00","1000.00","818460009","Ajuntament de Rubí"
"2015","2015/08/04","V59492041","OBRADOR CORAL RUBI","Convocatòria concessió subvencions 2015 a entitats culturals","Cultura","JUSTIFICADA","2300.00","1500.00","818460009","Ajuntament de Rubí"
"2015","2015/08/04","G63501670","ASSOC CASAL POPULAR DE RUBI","Convocatòria concessió subvencions 2015 a entitats culturals","Cultura","PAGADA","1090.00","1090.00","818460009","Ajuntament de Rubí"
"2015","2015/11/18","B65359747","HEDA RUBI VIATGES SL","SUBVENCION IMPULS ACTIVITAT EMPRESARIAL ANY 2015. MODALITAT COMERÇ","Comerç i Indústria","PAGADA","704.50","704.50","818460009","Ajuntament de Rubí"
"2015","2015/07/21","G59823377","ASOC DE VECINOS LA PLANA DE CAN BERTRAN","MODALITAT A: SUBVENCIONS DESTINADES A PROJECTES D'ACTIVITATS DE LES ENTITATS VEÏNALS I CÍVIQUES","Presidència","JUSTIFICADA","400.00","300.00","818460009","Ajuntament de Rubí"
"2015","2015/06/25","G61313516","FEDERACIO D'ASSOCIACIONS DE COMERCIANTS DE RUBI","CONVENI FEDERACIO ASSOCIACIONS COMERCIANTS I GREMIS DE RUBI PER PLA DINAMITZACIÓ COMERCIAL","Comerç i Indústria","JUSTIFICADA","37500.00","37500.00","818460009","Ajuntament de Rubí"
"2015","2015/03/02","G60208972","CLUB ESPORTIU RUBI FUTBOL SALA","Subvenció 2015 CE Rubi Futbol Sala. Temporada Esportiva","Esports","JUSTIFICADA PARCIALMENTE","15000.00","15000.00","818460009","Ajuntament de Rubí"
"2015","2015/08/04","G59849760","FOMENT DE LA SARDANA DE RUBI","Convocatòria concessió subvencions 2015 a entitats culturals","Cultura","PAGADA","2100.00","2100.00","818460009","Ajuntament de Rubí"
"2015","2015/11/18","B59010363","PHOTOLAYER SL","SUBVENCION IMPULS ACTIVITAT EMPRESARIAL ANY 2015. MODALITAT COMERÇ","Comerç i Indústria","PAGADA","362.75","362.75","818460009","Ajuntament de Rubí"
"2015","2015/06/09","S0811001G","GENERALITAT DE CATALUNYA","COL·LABORACIÓ PER A LA INSTAL·LACIÓ NOU MODUL P3 ESCOLA DEL BOSC","Educació","PAGADA","108261.69","108261.69","818460009","Ajuntament de Rubí"
"2015","2015/11/18","B63290902","REFORFUSTA, SL","SUBVENCION IMPULS ACTIVITAT EMPRESARIAL ANY 2015. MODALITAT COMERÇ","Comerç i Indústria","PAGADA","954.25","954.25","818460009","Ajuntament de Rubí"
"2015","2015/11/18","B61076907","LAURA PAGES SL","SUBVENCION IMPULS ACTIVITAT EMPRESARIAL ANY 2015. MODALITAT COMERÇ","Comerç i Indústria","PAGADA","1000.00","1000.00","818460009","Ajuntament de Rubí"
"2015","2015/07/21","G59370007","AA VV 25 DE SETEMBRE","MODALITAT A: SUBVENCIONS DESTINADES A PROJECTES D'ACTIVITATS DE LES ENTITATS VEÏNALS I CÍVIQUES","Presidència","JUSTIFICADA","4927.00","2250.00","818460009","Ajuntament de Rubí"
"2015","2015/08/04","G61197703","ELS CASTELLERS DE RUBI","Convocatòria concessió subvencions 2015 a entitats culturals","Cultura","JUSTIFICADA","1000.00","1000.00","818460009","Ajuntament de Rubí"
"2015","2015/07/21","G61380648","ASSOC VECINOS ZONA RESIDENCIAL CAN SOLA","MODALITAT A: SUBVENCIONS DESTINADES A PROJECTES D'ACTIVITATS DE LES ENTITATS VEÏNALS I CÍVIQUES","Presidència","JUSTIFICADA PARCIALMENTE","1437.00","1064.00","818460009","Ajuntament de Rubí"
"2015","2015/03/02","G60208972","CLUB ESPORTIU RUBI FUTBOL SALA","Subvenció 2015 CE Rubi Futbol Sala. Dinamització Pavelló Can Rosés","Esports","JUSTIFICADA PARCIALMENTE","64669.00","64669.00","818460009","Ajuntament de Rubí"
"2015","2015/08/04","G61183034","ASSOCIACION ROCIERA ANDALUZA DE RUBI","Convocatòria concessió subvencions 2015 a entitats culturals","Cultura","PAGADA","700.00","700.00","818460009","Ajuntament de Rubí"
"2015","2015/08/04","G58173063","CENTRE MARISTA D'ESCOLTES","Convocatòria 2015 subvenció a entitats de Lleure","Educació","PAGADA","3000.00","2000.00","818460009","Ajuntament de Rubí"
"2015","2015/12/31","Q2866001G","CRUZ ROJA ESPAÑOLA","Punt de Trobada","Sanitat i serveis socials","PAGADA","6200.00","6200.00","818460009","Ajuntament de Rubí"
"2015","2015/07/28","G63487607","FUNDACIO PRIVADA LLIGA CATALANA D AJUDA ONCOLOGICA","SUBVENCIONS A ENTITATS 2015 MODALITAT F) ENTITATS SOCIOSANITARIES","Sanitat i serveis socials","JUSTIFICADA PARCIALMENTE","4000.00","3000.00","818460009","Ajuntament de Rubí"
"2015","2015/08/04","G08804916","UNION EXTREMEÑA DE RUBI","Convocatòria concessió subvencions 2015 a entitats culturals","Cultura","PAGADA","1000.00","800.00","818460009","Ajuntament de Rubí"
"2015","2015/07/21","G59582007","AA VV CA N'ORIOL","MODALITAT A: SUBVENCIONS DESTINADES A PROJECTES D'ACTIVITATS DE LES ENTITATS VEÏNALS I CÍVIQUES","Presidència","JUSTIFICADA PARCIALMENTE","3320.00","2100.00","818460009","Ajuntament de Rubí"
"2015","2015/11/18","B61353751","MJ 60 ARQUITECTURA SL","SUBVENCION IMPULS ACTIVITAT EMPRESARIAL ANY 2015. MODALITAT COMERÇ","Comerç i Indústria","PAGADA","1000.00","1000.00","818460009","Ajuntament de Rubí"
"2015","2015/09/29","G59349910","AA VV CAN VALLHONRAT","MODALITAT A: SUBVENCIONS DESTINADES A PROJECTES D'ACTIVITATS DE LES ENTITATS VEÏNALS I CÍVIQUES","Presidència","JUSTIFICADA PARCIALMENTE","1400.00","1400.00","818460009","Ajuntament de Rubí"
"2015","2015/12/15","V58070103","CENTRE EXCURSIONISTA DE RUBI","2na convocatòria subvencions 2015 ENTITATS I PROGRAMES ESPORTIUS","Esports","JUSTIFICADA PARCIALMENTE","1700.00","1700.00","818460009","Ajuntament de Rubí"
"2015","2015/08/04","G58280009","ESCOLA DE SARDANES FLOR DE NEU","Convocatòria concessió subvencions 2015 a entitats culturals","Cultura","JUSTIFICADA","2733.40","2300.00","818460009","Ajuntament de Rubí"
"2015","2015/11/18","B60318748","VENDIPRACTIC SL","SUBVENCION IMPULS ACTIVITAT EMPRESARIAL ANY 2015. MODALITAT COMERÇ","Comerç i Indústria","PAGADA","1000.00","1000.00","818460009","Ajuntament de Rubí"
"2015","2015/07/27","G64599509","CLUB ESCOLA DE FUTBOL CAN MIR","SUBVENCIONS 2015 ENTITATS I PROGRAMES ESPORTIUS","Esports","JUSTIFICADA","1000.00","800.00","818460009","Ajuntament de Rubí"
"2015","2015/08/04","G62654462","APLEC DE RUBI","Convocatòria concessió subvencions 2015 a entitats culturals","Cultura","JUSTIFICADA","2500.00","2500.00","818460009","Ajuntament de Rubí"
"2015","2015/11/18","B65928731","FUSTERIA GRILMA SL","SUBVENCION IMPULS ACTIVITAT EMPRESARIAL ANY 2015. MODALITAT COMERÇ","Comerç i Indústria","PAGADA","492.50","492.50","818460009","Ajuntament de Rubí"
"2015","2015/03/02","G60571668","UNIO ATLETICA RUBI","Subvenció 2015 per al 50% de les quotes del préstec Unió Atlética Rubí","Esports","REINTEGRADA","2646.96","2646.96","818460009","Ajuntament de Rubí"
"2015","2015/04/16","P5800007F","CONSELL COMARCAL DEL VALLES OCCIDENTAL","Col·laboració amb el Consell Comarcal en els ajuts al transport escolar no obligatori als alumnes de centres educatius","Sanitat i serveis socials","PAGADA","24000.00","22140.00","818460009","Ajuntament de Rubí"
"2015","2015/09/29","G59511048","ASOC DE VECINOS LAS TORRES RUBI 2000","MODALITAT A: SUBVENCIONS DESTINADES A PROJECTES D'ACTIVITATS DE LES ENTITATS VEÏNALS I CÍVIQUES","Presidència","JUSTIFICADA PARCIALMENTE","1360.00","1360.00","818460009","Ajuntament de Rubí"
"2015","2015/11/18","J65396509","LE CAFE CHARLOTTE RUBI SCP","SUBVENCION IMPULS ACTIVITAT EMPRESARIAL ANY 2015. MODALITAT COMERÇ","Comerç i Indústria","PAGADA","325.44","325.44","818460009","Ajuntament de Rubí"
"2015","2015/08/04","G61289658","ASSOCIACIO  SANT GALDERIC","Convocatòria concessió subvencions 2015 a entitats culturals","Cultura","JUSTIFICADA","1010.00","300.00","818460009","Ajuntament de Rubí"
"2015","2015/11/18","B62404496","GEMMA'S ESTILISTAS SLL","SUBVENCION IMPULS ACTIVITAT EMPRESARIAL ANY 2015. MODALITAT COMERÇ","Comerç i Indústria","PAGADA","1000.00","1000.00","818460009","Ajuntament de Rubí"
"2015","2015/08/04","V58640731","CENTRE D'ESPLAI L'EIXAM","Convocatòria 2015 subvenció a entitats de Lleure","Educació","PAGADA","5900.00","4575.00","818460009","Ajuntament de Rubí"
"2015","2015/08/04","G08983199","ESCOLTES CATALANS","Convocatòria 2015 subvenció a entitats de Lleure","Educació","PAGADA","2950.00","2150.00","818460009","Ajuntament de Rubí"
