ANY_SUBVENCIO,DATA_SUBVENCIO,"CIF_BENEFICIARI","BENEFICIARI","CONVOCATORIA","CENTRE_GESTOR","SITUACIO",IMPORT_SOLICITAT,IMPORT_CONCEDIT,DATA_ACTUALITZACIO,"CODI_ENS","NOM_ENS"
"2017","2017/07/21","Q5855639J","ESCOLA JOAN MARAGALL","Subvenció directe per l'escola Joan Maragall pel transport relacionat amb la guia d'activtiats","Educació","JUSTIFICADA","4059.90","4059.90","2024/09/03 13:13:33","818460009","Ajuntament de Rubí"
"2017","2017/11/20","G59582007","AA VV CA N'ORIOL","MODALITAT A: SUBVENCIONS DESTINADES A PROJECTES D'ACTIVITATS DE LES ASSOCIACIONS DE VEÏNS","Infraestructures i suport entitats","CONCESSIÓ VALIDADA O APROVADA","3770.00","3275.00","2024/09/03 13:13:33","818460009","Ajuntament de Rubí"
"2017","2017/10/16","G59183806","UNIO ESPORTIVA DE RUBI","Convocatòria subvencions 50/50 curs 2015-2016","Manteniments","PAGADA","408.15","408.15","2024/09/03 13:13:33","818460009","Ajuntament de Rubí"
"2017","2017/10/24","G58269242","CLUB HANDBOL RUBI","SUBVENCIÓN 2017. CLUB HANDBOL RUBÍ. ESCUELA DEPORTIVA TEMP 2016-2017","Esports","JUSTIFICADA","600.00","600.00","2024/09/03 13:13:33","818460009","Ajuntament de Rubí"
"2017","2017/11/20","G63171698","ASSOC DE VEINS EL PORTAL DE CA N ORIOL","MODALITAT A: SUBVENCIONS DESTINADES A PROJECTES D'ACTIVITATS DE LES ASSOCIACIONS DE VEÏNS","Infraestructures i suport entitats","CONCESSIÓ VALIDADA O APROVADA","1869.49","1868.00","2024/09/03 13:13:33","818460009","Ajuntament de Rubí"
"2017","2017/11/10","R0801934A","CARITAS DIOCESANA DE TERRASSA","PROJECTES INCLUSIÓ SOCIAL I PROJECTES DE SUPORT A LA INFÀNCIA I A L'ADOLESCÈNCIA","Sanitat i serveis socials","JUSTIFICADA","10000.00","10000.00","2024/09/03 13:13:33","818460009","Ajuntament de Rubí"
"2017","2017/07/19","G61323317","AMICS AUTOMOBILS ANTICS DE RUBI","Subvenció i conveni 2017 Amics Automòbils Antics","Cultura","PAGADA","2200.00","2200.00","2024/09/03 13:13:33","818460009","Ajuntament de Rubí"
"2017","2017/11/10","R0801934A","CARITAS DIOCESANA DE TERRASSA","PROJECTES INCLUSIÓ SOCIAL I PROJECTES DE SUPORT A LA INFÀNCIA I A L'ADOLESCÈNCIA","Sanitat i serveis socials","JUSTIFICADA","10000.00","10000.00","2024/09/03 13:13:33","818460009","Ajuntament de Rubí"
"2017","2017/11/20","G59369991","ASOC DE VECINOS DE CAN FATJO DE RUBI","MODALITAT A: SUBVENCIONS DESTINADES A PROJECTES D'ACTIVITATS DE LES ASSOCIACIONS DE VEÏNS","Infraestructures i suport entitats","CONCESSIÓ VALIDADA O APROVADA","2000.00","1500.00","2024/09/03 13:13:33","818460009","Ajuntament de Rubí"
"2017","2017/11/15","G63860944","AMPA ESCOLA CAN ALZAMORA","Convocatoria Casals d'estiu 2017","Polítiques de Ciutadania","JUSTIFICADA","3478.75","3478.75","2024/09/03 13:13:33","818460009","Ajuntament de Rubí"
"2017","2017/11/15","G60593944","APA 1993 CP 25 DE SETEMBRE  DE RUBI","Convocatoria Casals d'estiu 2017","Polítiques de Ciutadania","JUSTIFICADA","5829.75","5829.75","2024/09/03 13:13:33","818460009","Ajuntament de Rubí"
"2017","2017/12/21","G60480985","HERMANDAD ROCIERA ANDALUZA DE RUBI","Convocatòria subvencions 2017 - Entitats Culturals","Cultura","PAGADA","1800.00","1400.00","2024/09/03 13:13:33","818460009","Ajuntament de Rubí"
"2017","2017/12/21","G61289658","ASSOCIACIO  SANT GALDERIC","Convocatòria subvencions 2017 - Entitats Culturals","Cultura","PAGADA","300.00","300.00","2024/09/03 13:13:33","818460009","Ajuntament de Rubí"
"2017","2017/10/16","Q5855636F","ESCOLA TERESA ALTET","Convocatòria subvencions 50/50 curs 2015-2016","Manteniments","PAGADA","1076.22","1076.22","2024/09/03 13:13:33","818460009","Ajuntament de Rubí"
"2017","2017/11/08","G60845922","RUBI SOLIDARI","MODALITAT G: SUBVENCIONS DESTINADES A COOPERACIÓ INTERNACIONALS","Polítiques de Ciutadania","JUSTIFICADA PARCIALMENTE","9710.00","9710.00","2024/09/03 13:13:33","818460009","Ajuntament de Rubí"
"2017","2017/11/08","G67024059","ASSOCIACIO JUVENIL MUSICAL LA SONIK","MODALITAT E: SUBVENCIONS DESTINADES A PROJECTES D'ACTUACIONS DE LES ENTITATS JUVENILS","Polítiques de Ciutadania","JUSTIFICADA PARCIALMENTE","1125.00","1125.00","2024/09/03 13:13:33","818460009","Ajuntament de Rubí"
"2017","2017/11/10","Q2866001G","CRUZ ROJA ESPAÑOLA","PROJECTES INCLUSIÓ SOCIAL I PROJECTES DE SUPORT A LA INFÀNCIA I A L'ADOLESCÈNCIA","Sanitat i serveis socials","JUSTIFICADA","2005.99","2005.99","2024/09/03 13:13:33","818460009","Ajuntament de Rubí"
"2017","2017/09/06","G60944246","ASSOCIACIÓ PER LA PROMOCIÓ DE L'ESPECACLE INFANTIL I  JUVENIL LA XARXA","Subvenció i conveni 2017 Ass. Promoció Espectacle Infantil i Juvenil a Rubí","Cultura","JUSTIFICADA","4200.00","4200.00","2024/09/03 13:13:33","818460009","Ajuntament de Rubí"
"2017","2017/10/03","G60319944","ASSOCIACIO ANIMACIO CULTURAL DEL CARRER  SANT JAUME","Subvenció i conveni 2017 Ass. Anim. Cult. Carrer Sant Jaume","Cultura","PAGADA","2500.00","2500.00","2024/09/03 13:13:33","818460009","Ajuntament de Rubí"
"2017","2017/05/24","G63139133","AULA JOVE","Subvenció Projecte Aula Jove 2017","Educació","PAGADA","3522.00","3000.00","2024/09/03 13:13:33","818460009","Ajuntament de Rubí"
"2017","2017/07/12","G60423308","C E B  SANT JORDI","SUBVENCIÓN 2017. CEB SANT JORDI. GESTIÓN INSTALACIÓN DEPORTIVA. TEMP 2016-2017","Esports","JUSTIFICADA","8500.00","8500.00","2024/09/03 13:13:33","818460009","Ajuntament de Rubí"
"2017","2017/11/09","G08504870","SPORTENIS RUBI","SUBVENCIONES 2017: MODALIDAD B:ASOCIACIONES Y CLUBS DEPORTIVOS","Esports","JUSTIFICADA","3000.00","1000.00","2024/09/03 13:13:33","818460009","Ajuntament de Rubí"
"2017","2017/07/27","G59190579","AA VV CASTELLNOU CAN MIR (SECTOR B)","MODALITAT A: SUBVENCIONS DESTINADES A PROJECTES D'ACTIVITATS DE LES ASSOCIACIONS DE VEÏNS","Infraestructures i suport entitats","CONCESSIÓ VALIDADA O APROVADA","474.00","474.00","2024/09/03 13:13:33","818460009","Ajuntament de Rubí"
"2017","2017/12/21","G66240847","SOCIETAT DE BLUES DE RUBI","Convocatòria subvencions 2017 - Entitats Culturals","Cultura","PAGADA","5500.00","4300.00","2024/09/03 13:13:33","818460009","Ajuntament de Rubí"
"2017","2017/07/19","G60871761","CLUB VOLEIBOL RUBI","SUBVENCIÓN 2017. CLUB VOLEIBOL RUBI. ESCUELA DEPORTIVA 2016-2017","Esports","JUSTIFICADA","1500.00","1500.00","2024/09/03 13:13:33","818460009","Ajuntament de Rubí"
"2017","2017/11/20","G59584995","AA VV CASTELLNOU CAN MIR (SECTOR D)","MODALITAT A: SUBVENCIONS DESTINADES A PROJECTES D'ACTIVITATS DE LES ASSOCIACIONS DE VEÏNS","Infraestructures i suport entitats","CONCESSIÓ VALIDADA O APROVADA","1200.00","1200.00","2024/09/03 13:13:33","818460009","Ajuntament de Rubí"
"2017","2017/11/15","G65383283","ASSOCIACIO DE MARES I PARES D ALUMNES DE L ESCOLA DEL BOSC","Convocatoria Casals d'estiu 2017","Polítiques de Ciutadania","JUSTIFICADA","1984.50","1984.50","2024/09/03 13:13:33","818460009","Ajuntament de Rubí"
"2017","2017/07/12","G60423308","C E B  SANT JORDI","SUBVENCIÓN 2017. CEB SANT JORDI. ESCUELA DEPORTIVA 2016-2017","Esports","JUSTIFICADA PARCIALMENTE","2500.00","2500.00","2024/09/03 13:13:33","818460009","Ajuntament de Rubí"
"2017","2017/12/21","G58085010","CENTRO ARAGONES DE RUBI","Convocatòria subvencions 2017 - Entitats Culturals","Cultura","PAGADA","850.00","750.00","2024/09/03 13:13:33","818460009","Ajuntament de Rubí"
"2017","2017/10/18","G67018010","AULA D EXTENSIÓ UNIVERSITARIA DE RUBI PER A LA GENT GRAN","DIFUSIÓ CULTURAL ENTRE LA POBLACIÓ ADULTA","Polítiques de Ciutadania","JUSTIFICADA PARCIALMENTE","1000.00","1000.00","2024/09/03 13:13:33","818460009","Ajuntament de Rubí"
"2017","2017/11/15","G58221086","ASSOC PARES ALUMNES TORRE LLEBRE","Convocatoria Casals d'estiu 2017","Polítiques de Ciutadania","JUSTIFICADA","1386.75","1386.75","2024/09/03 13:13:33","818460009","Ajuntament de Rubí"
"2017","2017/11/10","G59429290","ASSOCIACIO COMPARTIR","PROJECTES INCLUSIÓ SOCIAL I PROJECTES DE SUPORT A LA INFÀNCIA I A L'ADOLESCÈNCIA","Sanitat i serveis socials","JUSTIFICADA","483.71","483.71","2024/09/03 13:13:33","818460009","Ajuntament de Rubí"
"2017","2017/07/21","Q5855638B","ESCOLA TORRE DE LA LLEBRE","Subvenció directe per l'escola Torre de la Llebre pel transport relacionat am bla guia d'activitats","Educació","PAGADA","583.00","583.00","2024/09/03 13:13:33","818460009","Ajuntament de Rubí"
"2017","2017/11/14","G17125832","FONS CATALA DE COOPERACIO AL DESENVOLUP","Projecte 3081. Prevenció de l'angoixa extrema i de la violació dels drets dels migrants","Polítiques de Ciutadania","PAGADA","24000.00","24000.00","2024/09/03 13:13:33","818460009","Ajuntament de Rubí"
"2017","2017/10/16","S0800276H","ESCOLA RIVO RUBEO","Convocatòria subvencions 50/50 curs 2015-2016","Manteniments","PAGADA","3121.33","3121.33","2024/09/03 13:13:33","818460009","Ajuntament de Rubí"
"2017","2017/10/16","Q5855553C","ESCOLA RAMON LLULL","Convocatòria subvencions 50/50 curs 2015-2016","Manteniments","PAGADA","2032.24","2032.24","2024/09/03 13:13:33","818460009","Ajuntament de Rubí"
"2017","2017/11/10","G59429290","ASSOCIACIO COMPARTIR","PROJECTES INCLUSIÓ SOCIAL I PROJECTES DE SUPORT A LA INFÀNCIA I A L'ADOLESCÈNCIA","Sanitat i serveis socials","JUSTIFICADA","2500.00","2500.00","2024/09/03 13:13:33","818460009","Ajuntament de Rubí"
"2017","2017/11/20","G61044673","ASOC DE VECINOS DE LA PLANA DEL CASTELL","MODALITAT A: SUBVENCIONS DESTINADES A PROJECTES D'ACTIVITATS DE LES ASSOCIACIONS DE VEÏNS","Infraestructures i suport entitats","CONCESSIÓ VALIDADA O APROVADA","875.00","875.00","2024/09/03 13:13:33","818460009","Ajuntament de Rubí"
"2017","2017/11/10","G67008318","RUBITEA ASSOCIACIO DE FAMILIES DE PERSONES AMB AUTISME","MODALITAT H: INCLUSIÓ SOCIAL DE PERSONES AMB DIVERSITAT FUNCIONAL","Sanitat i serveis socials","JUSTIFICADA","1450.00","1450.00","2024/09/03 13:13:33","818460009","Ajuntament de Rubí"
"2017","2017/11/15","G63505960","APA DEL COLEGIO PUBLICO MOSEN CINTO VERDAGUER","Convocatoria Casals d'estiu 2017","Polítiques de Ciutadania","JUSTIFICADA","1615.50","1615.50","2024/09/03 13:13:33","818460009","Ajuntament de Rubí"
"2017","2017/07/05","G61004412","HOQUEI CLUB RUBI CENT PATINS","SUBVENCIÓN 2017 HCR CENT PATINS. ACTIVIDADES Y COMPETICIONES TEMP 2016-2017","Esports","JUSTIFICADA PARCIALMENTE","17000.00","17000.00","2024/09/03 13:13:33","818460009","Ajuntament de Rubí"
"2017","2017/11/08","G66763699","ORIENTATE EN TU VOLUNTARIADO","MODALITAT G: SUBVENCIONS DESTINADES A COOPERACIÓ INTERNACIONALS","Polítiques de Ciutadania","JUSTIFICADA PARCIALMENTE","453.25","453.25","2024/09/03 13:13:33","818460009","Ajuntament de Rubí"
"2017","2017/11/15","G08886384","APA COL·LEGI PUBLIC MARIA MONTESSORI DE RUBI","Convocatoria Casals d'estiu 2017","Polítiques de Ciutadania","JUSTIFICADA","1077.75","1077.75","2024/09/03 13:13:33","818460009","Ajuntament de Rubí"
"2017","2017/07/05","G61004412","HOQUEI CLUB RUBI CENT PATINS","SUBVENCIÓN 2017 HCR CENT PATINS. ESCUELA DEPORTIVA TEMP 2016-2017","Esports","JUSTIFICADA","1000.00","1000.00","2024/09/03 13:13:33","818460009","Ajuntament de Rubí"
"2017","2017/11/14","G17125832","FONS CATALA DE COOPERACIO AL DESENVOLUP","Projecte 3104. Tornar a al-ma'in, Irael-Palestina.","Polítiques de Ciutadania","PAGADA","6000.00","6000.00","2024/09/03 13:13:33","818460009","Ajuntament de Rubí"
"2017","2017/06/14","G59466011","CF JUVENTUT 25 DE SETEMBRE","SUBVENCIÓN 2017 CF 25SEPTIEMBRE. ACTIVIDADES TEMPORADA 2016-2017","Esports","JUSTIFICADA PARCIALMENTE","18000.00","18000.00","2024/09/03 13:13:33","818460009","Ajuntament de Rubí"
"2017","2017/11/08","G61289658","ASSOCIACIO  SANT GALDERIC","Subvenció i conveni 2017 Ass. Sant Galderic","Cultura","PAGADA","2500.00","2500.00","2024/09/03 13:13:33","818460009","Ajuntament de Rubí"
"2017","2017/07/21","S0800276H","ESCOLA RIVO RUBEO","Subvenció directe per l'escola Rivo Rubeo pel transport relacionat amb la guia d'activitats","Educació","JUSTIFICADA","4708.00","3684.65","2024/09/03 13:13:33","818460009","Ajuntament de Rubí"
"2017","2017/09/29","G60208972","CLUB ESPORTIU RUBI FUTBOL SALA","Convocatòria subvencions 50/50 curs 2015-2016","Manteniments","PAGADA","1672.37","1672.37","2024/09/03 13:13:33","818460009","Ajuntament de Rubí"
"2017","2017/06/30","Q2866001G","CRUZ ROJA ESPAÑOLA","Subvenció directa a Creu Roja Espanyola 2016","Sanitat i serveis socials","JUSTIFICADA","34150.00","34150.00","2024/09/03 13:13:33","818460009","Ajuntament de Rubí"
"2017","2017/11/09","G59382408","PENYA BLAU GRANA RAMON LLORENS","SUBVENCIONES 2017: MODALIDAD B:ASOCIACIONES Y CLUBS DEPORTIVOS","Esports","JUSTIFICADA","2000.00","1500.00","2024/09/03 13:13:33","818460009","Ajuntament de Rubí"
"2017","2017/12/21","V59499996","SOCIETAT CORAL LA UNIO RUBINENCA DE RUBI","Convocatòria subvencions 2017 - Entitats Culturals","Cultura","PAGADA","2830.00","1500.00","2024/09/03 13:13:33","818460009","Ajuntament de Rubí"
"2017","2017/09/06","G66883083","ASSOCIACIO DE COMERCIANTS SERVEIS I RESTAURACIÓ DE RUBI","Conveni Associó de Comerciants, Serveis i Restauració de Rubí pel projecte de gestió de Dinamització Comercial","Comerç i Indústria","JUSTIFICADA PARCIALMENTE","37500.00","37500.00","2024/09/03 13:13:33","818460009","Ajuntament de Rubí"
"2017","2017/12/21","G63331847","ASSOC COLLA DE GEGANTERS DEL CEIP TERESA ALTET","Convocatòria subvencions 2017 - Entitats Culturals","Cultura","JUSTIFICADA","1400.00","700.00","2024/09/03 13:13:33","818460009","Ajuntament de Rubí"
"2017","2017/11/22","G64599509","CLUB ESCOLA DE FUTBOL CAN MIR","SUBVENCIÓN 2017. CEF CAN MIR. GESTIÓN DE INSTALACIÓN DEPORTIVA AÑO 2017","Esports","JUSTIFICADA PARCIALMENTE","8500.00","8500.00","2024/09/03 13:13:33","818460009","Ajuntament de Rubí"
"2017","2017/07/14","G65876955","ASSOC SOLIDARITAT I AJUDA VEINAL (ASAV)","LLUITA CONTRA LA PROBRESA I L'EXCLUSIÓ SOCIAL:BOTIGA SOLIDÀRIA","Sanitat i serveis socials","JUSTIFICADA PARCIALMENTE","24500.00","24500.00","2024/09/03 13:13:33","818460009","Ajuntament de Rubí"
"2017","2017/07/19","R0800380H","CASA COLEGIO REGINA CARMELI RUBI","SUBVENCIÓN 2017. REGINA CARMELI. ESCUELA DEPORTIVA 2016-2017","Esports","JUSTIFICADA","4500.00","4500.00","2024/09/03 13:13:33","818460009","Ajuntament de Rubí"
"2017","2017/11/15","G64315658","ASSOCIACIO DE PARES I MARES CEIP RIVO RUBEO","Convocatoria Casals d'estiu 2017","Polítiques de Ciutadania","JUSTIFICADA","2137.75","2137.75","2024/09/03 13:13:33","818460009","Ajuntament de Rubí"
"2017","2017/11/20","G61323721","ASOC DE VECINOS ZONA MERCAT","MODALITAT A: SUBVENCIONS DESTINADES A PROJECTES D'ACTIVITATS DE LES ASSOCIACIONS DE VEÏNS","Infraestructures i suport entitats","CONCESSIÓ VALIDADA O APROVADA","1495.00","1495.00","2024/09/03 13:13:33","818460009","Ajuntament de Rubí"
"2017","2017/10/16","Q5855634A","ESCOLA MONTESSORI","Convocatòria subvencions 50/50 curs 2015-2016","Manteniments","PAGADA","2539.94","2539.94","2024/09/03 13:13:33","818460009","Ajuntament de Rubí"
"2017","2017/11/10","G67008318","RUBITEA ASSOCIACIO DE FAMILIES DE PERSONES AMB AUTISME","MODALITAT H: INCLUSIÓ SOCIAL DE PERSONES AMB DIVERSITAT FUNCIONAL","Sanitat i serveis socials","JUSTIFICADA","690.00","690.00","2024/09/03 13:13:33","818460009","Ajuntament de Rubí"
"2017","2017/03/23","G62462494","COORDINADORA DE ENTIDADES CULTURALES ANDALUZAS DE RUBI","Subvenció i conveni 2017 a Coord. Entidades Culturales Andaluzas de Rubí - Dia Andalusia 2017","Cultura","JUSTIFICADA","8500.00","8500.00","2024/09/03 13:13:33","818460009","Ajuntament de Rubí"
"2017","2017/11/08","G59755363","ASSOCIACIO DE PESSEBRISTES DE RUBI","Subvenció i conveni 2017 Ass. Pessebristes de Rubí","Cultura","JUSTIFICADA","1200.00","1200.00","2024/09/03 13:13:33","818460009","Ajuntament de Rubí"
"2017","2017/11/08","G62889969","ASOC CULTURAL URUGUAYO - CATALANA DE RUBI - LOS BOTIJAS","MODALITAT G: SUBVENCIONS DESTINADES A COOPERACIÓ INTERNACIONALS","Polítiques de Ciutadania","JUSTIFICADA","600.00","600.00","2024/09/03 13:13:33","818460009","Ajuntament de Rubí"
"2017","2017/07/21","Q2866001G","CRUZ ROJA ESPAÑOLA","Punt de trobada","Sanitat i serveis socials","JUSTIFICADA","6200.00","6200.00","2024/09/03 13:13:33","818460009","Ajuntament de Rubí"
