ANY_SUBVENCIO,DATA_SUBVENCIO,"CIF_BENEFICIARI","BENEFICIARI","CONVOCATORIA","CENTRE_GESTOR","SITUACIO",IMPORT_SOLICITAT,IMPORT_CONCEDIT,DATA_ACTUALITZACIO,"CODI_ENS","NOM_ENS"
"2019","2019/10/04","G65858169","ASSOCIACIO L ESTEL - ASSOCIACIO PRO PERSONES EN RISC D EXCLUSIO SOCIAL","MODALITAT H) SUBVENCIONS DESTINADES A ENTITATS D'ACCIÓ SOCIAL","Sanitat i serveis socials","JUSTIFICADA","23150.00","23000.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/12/17","G59370007","AA VV 25 DE SETEMBRE","MODALITAT A: SUBVENCIONS DESTINADES A PROJECTES D'ACTIVITATS DE LES ASSOCIACIONS DE VEÏNS","Infraestructures i suport entitats","JUSTIFICADA","4843.45","4588.43","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/10/04","Q2866001G","CRUZ ROJA ESPAÑOLA","MODALITAT H) SUBVENCIONS DESTINADES A ENTITATS D'ACCIÓ SOCIAL","Sanitat i serveis socials","JUSTIFICADA","13300.00","13300.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/12/17","G59584995","AA VV CASTELLNOU CAN MIR (SECTOR D)","MODALITAT A: SUBVENCIONS DESTINADES A PROJECTES D'ACTIVITATS DE LES ASSOCIACIONS DE VEÏNS","Infraestructures i suport entitats","JUSTIFICADA","1655.25","936.25","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/09/18","G61884359","FUNDACIO AUTONOMA SOLIDARIA","Afavorir la continuitat dels estudis després del a ESO","Educació","JUSTIFICADA","3875.00","3875.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/12/17","G63436398","ASSOCIACIO DE MARES I PARES D'ALUMNES DEL CEE CA N'ORIOL","CONVENI AMPA CA N'ORIOL PROJECTE MUSICOTERÀPIA 2019-20","Educació","PAGADA","7400.00","4743.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/10/04","G65858169","ASSOCIACIO L ESTEL - ASSOCIACIO PRO PERSONES EN RISC D EXCLUSIO SOCIAL","MODALITAT H) SUBVENCIONS DESTINADES A ENTITATS D'ACCIÓ SOCIAL","Sanitat i serveis socials","JUSTIFICADA","7000.00","6000.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/12/17","V58070103","CENTRE EXCURSIONISTA DE RUBI","CONVOCATORIA 2019 MODALIDAD B: SUBVENCIONES DESTINADAS A ACTIVIDADES DEPORTIVAS","Esports","JUSTIFICADA PARCIALMENTE","1700.00","1700.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/10/17","G65876955","ASSOC SOLIDARITAT I AJUDA VEINAL (ASAV)","MODALITAT H) SUBVENCIONS DESTINADES A ENTITATS D'ACCIÓ SOCIAL","Sanitat i serveis socials","JUSTIFICADA","7000.00","7000.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/12/20","G58376740","APA COL.LEGI PUBLIC RAMON LLULL DE CAN FATJO","CONVOCATORIA SUBVENCIO CASALS D'ESTIU 2019","Polítiques de Ciutadania","PAGADA","3874.50","3874.50","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/12/20","G60313459","COLLA DE GEGANTERS DE RUBI","Subvenció 2019 - Colla Geganters de Rubí","Cultura","JUSTIFICADA","14000.00","14000.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/06/18","G58203183","ESBART DANSAIRE DE RUBI","CAMPANYA DE DANSES TRADICIONALS A LES ESCOLES CURS 2018-19","Educació","JUSTIFICADA","42152.35","42152.35","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/06/13","G59466011","CF JUVENTUT 25 DE SETEMBRE","Subvención 2019. CF JUVENTUD 25 DE  SEPTIEMBRE. Competiciones escolares y federadas, temp 18-19","Esports","JUSTIFICADA","18000.00","18000.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/10/04","Q2866001G","CRUZ ROJA ESPAÑOLA","MODALITAT H) SUBVENCIONS DESTINADES A ENTITATS D'ACCIÓ SOCIAL","Sanitat i serveis socials","JUSTIFICADA","1500.00","1500.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/12/17","G60845922","RUBI SOLIDARI","Modalitat G: Entitats de Cooperació Internacional","Polítiques de Ciutadania","REINTEGRADA","10313.00","10313.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/06/13","G61004412","HOQUEI CLUB RUBI CENT PATINS","Subvención 2019. HCR Cent Patins. Escuela deportiva, temp 18-19","Esports","JUSTIFICADA","1200.00","1000.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/10/04","G08992786","ASSOCIACIÓ DE PERSONES AMB DIVERSITAT INTELECTUAL DE RUBÍ","MODALITAT H) SUBVENCIONS DESTINADES A ENTITATS D'ACCIÓ SOCIAL","Sanitat i serveis socials","JUSTIFICADA PARCIALMENTE","5000.00","5000.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/11/25","G63930499","FUNDACIO PRIVADA AVAN","MODALIDAD F: Subvenciones dirigidas a proyectos de actividad de las entidades socio-sanitarias","Sanitat i serveis socials","JUSTIFICADA PARCIALMENTE","6000.00","4500.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/12/17","G63171698","ASSOC DE VEINS EL PORTAL DE CA N ORIOL","MODALITAT A: SUBVENCIONS DESTINADES A PROJECTES D'ACTIVITATS DE LES ASSOCIACIONS DE VEÏNS","Infraestructures i suport entitats","JUSTIFICADA","1140.24","1140.24","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/12/30","G61289658","ASSOCIACIO  SANT GALDERIC","Subvenció 2019 - Associació Cultural Sant Galderic","Cultura","JUSTIFICADA","2500.00","2500.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/12/17","G59349910","AA VV CAN VALLHONRAT","MODALITAT A: SUBVENCIONS DESTINADES A PROJECTES D'ACTIVITATS DE LES ASSOCIACIONS DE VEÏNS","Infraestructures i suport entitats","PAGADA","1200.00","1200.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/11/20","G62129119","ASSOCIACIO GENT GRAN DE RUBI","ACTIVITATS TALLERS, BALL I MUSICA 2018","Polítiques de Ciutadania","JUSTIFICADA PARCIALMENTE","1400.00","1400.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/07/30","G60423308","C E B  SANT JORDI","SUBVENCIÓN 2019. CEB SANT JORDI. COMPETICIONES FEDERADAS TEMP 18-19","Esports","JUSTIFICADA","6500.00","6500.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/10/07","S0800117D","ESCOLA CA N'ALZAMORA","AJUT TRANSPORT PER ACTIVITATS PEDAGÒGIQUES","Educació","JUSTIFICADA","1776.00","1776.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/10/23","Q5855672A","INSTITUT J V FOIX","CURS 2018-2019 AJUTS ALS CENTRES EDUCATIUS PER A PROJECTES PEDAGÒGICS","Educació","JUSTIFICADA","1142.58","927.78","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/11/25","G63487607","FUNDACIO PRIVADA LLIGA CATALANA D AJUDA ONCOLOGICA","MODALIDAD F: Subvenciones dirigidas a proyectos de actividad de las entidades socio-sanitarias","Sanitat i serveis socials","JUSTIFICADA PARCIALMENTE","5000.00","4500.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/06/13","G60208972","CLUB ESPORTIU RUBI FUTBOL SALA","SUBVENCIÓN 2019. CER FUTBOL SALA. ESCUELA DEPORTIVA TEMP 18-19","Esports","JUSTIFICADA","3100.00","3100.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/12/17","Q5855636F","ESCOLA TERESA ALTET","2019 CONVOCATÒRIA D'AJUTS PEL PETIT MANTENIMENT A CENTRES EDUCATIUS PUBLICS DE PRIMÀRIA","Educació","JUSTIFICADA","4444.81","4444.81","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/12/20","B66268228","TOT RUNNING & COMPLEMENTS SL","Convocatòria subvencions impuls activitat empresarial 2019. Modalitat Comerç","Comerç i Indústria","PAGADA","1000.00","1000.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/10/23","Q5855639J","ESCOLA JOAN MARAGALL","CURS 2018-2019 AJUTS ALS CENTRES EDUCATIUS PER A PROJECTES PEDAGÒGICS","Educació","JUSTIFICADA","1360.00","1250.62","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/10/23","Q5855637D","ESCOLA 25 DE SETEMBRE","CURS 2018-2019 AJUTS ALS CENTRES EDUCATIUS PER A PROJECTES PEDAGÒGICS","Educació","JUSTIFICADA","5383.50","1573.46","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/07/30","G60871761","CLUB VOLEIBOL RUBI","SUBVENCIÓN 2019. CLUB VOLEIBOL RUBÍ. ESCUELA DEPORTIVA TEMP 18-19","Esports","JUSTIFICADA PARCIALMENTE","1100.00","1100.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/12/18","G60208972","CLUB ESPORTIU RUBI FUTBOL SALA","SUBVENCIÓN 2019.CER FUTBOL SALA. PROGRAMA DE MANTENIMIENTO ADULTOS TEMP 19-20","Esports","JUSTIFICADA","33000.00","33000.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/11/15","G67018010","AULA D EXTENSIÓ UNIVERSITARIA DE RUBI PER A LA GENT GRAN","ACTIVITATS ANUALS DE DIFUSIÓ CULTURAL","Polítiques de Ciutadania","JUSTIFICADA PARCIALMENTE","1200.00","1200.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/12/20","B66361700","CANSALADERIA MILA VALLES SL","Convocatòria subvencions impuls activitat empresarial 2019. Modalitat Comerç","Comerç i Indústria","PAGADA","127.50","127.50","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/10/07","Q5855634A","ESCOLA MONTESSORI","AJUT TRANSPORT PER ACTIVITATS PEDAGÒGIQUES","Educació","JUSTIFICADA","495.00","495.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/10/07","Q5855636F","ESCOLA TERESA ALTET","AJUT TRANSPORT TERESA ALTET CURS 2018-19","Educació","JUSTIFICADA","1782.00","1782.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/10/04","R0801934A","CARITAS DIOCESANA DE TERRASSA","MODALITAT H) SUBVENCIONS DESTINADES A ENTITATS D'ACCIÓ SOCIAL","Sanitat i serveis socials","JUSTIFICADA","20000.00","20000.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/12/17","G60837945","ASSOCIACIO DE LA COMUNITAT DE PROPIETARIS RUBI 128","MODALITAT A: SUBVENCIONS DESTINADES A PROJECTES D'ACTIVITATS DE LES ASSOCIACIONS DE VEÏNS","Infraestructures i suport entitats","PAGADA","1150.00","1120.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/10/23","Q5855634A","ESCOLA MONTESSORI","CURS 2018-2019 AJUTS ALS CENTRES EDUCATIUS PER A PROJECTES PEDAGÒGICS","Educació","JUSTIFICADA","4100.00","1389.20","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/07/30","G60871761","CLUB VOLEIBOL RUBI","SUBVENCIÓN 2019. CLUB VOLEIBOL RUBÍ. COMPETICIONES FEDERADAS Y TORNEO 24H TEMP 18-19","Esports","JUSTIFICADA PARCIALMENTE","6600.00","5800.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/07/30","G60423308","C E B  SANT JORDI","SUBVENCIÓN 2019. CEB SANT JORDI. GESTIÓN INSTALACIÓN TEMP 18-19","Esports","JUSTIFICADA PARCIALMENTE","8500.00","8500.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/10/04","G59429290","ASSOCIACIO COMPARTIR","MODALITAT H) SUBVENCIONS DESTINADES A ENTITATS D'ACCIÓ SOCIAL","Sanitat i serveis socials","JUSTIFICADA PARCIALMENTE","18200.10","3640.02","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/12/20","G65876955","ASSOC SOLIDARITAT I AJUDA VEINAL (ASAV)","MODALITAT H) SUBVENCIONS DESTINADES A ENTITATS D'ACCIÓ SOCIAL","Sanitat i serveis socials","JUSTIFICADA PARCIALMENTE","4500.00","2000.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/06/13","G60208972","CLUB ESPORTIU RUBI FUTBOL SALA","SUBVENCIÓN 2019. CER FUTBOL SALA. DINAMIZACIÓN PABELLÓN CAN ROSÉS, AÑO 2019","Esports","JUSTIFICADA","66669.00","64669.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/12/20","Q2866001G","CRUZ ROJA ESPAÑOLA","ATENCIÓ URGENT A NECESSITATS BÀSIQUES, TARGETES ALIMENTACIÓ","Sanitat i serveis socials","JUSTIFICADA PARCIALMENTE","39000.00","39000.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/10/04","G63930499","FUNDACIO PRIVADA AVAN","MODALITAT H) SUBVENCIONS DESTINADES A ENTITATS D'ACCIÓ SOCIAL","Sanitat i serveis socials","JUSTIFICADA","4970.31","4000.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/12/20","B61076907","LAURA PAGES SL","Convocatòria subvencions impuls activitat empresarial 2019. Modalitat Comerç","Comerç i Indústria","PAGADA","1000.00","1000.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/12/17","G65513947","CLUB BOXEO RUBI","CONVENIO 2019. CLUB BOXEO RUBÍ. TORNEO VELADA CONTRA EL ALZEIMER 2019","Esports","JUSTIFICADA PARCIALMENTE","1000.00","1000.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/10/23","S0800276H","ESCOLA RIVO RUBEO","CURS 2018-2019 AJUTS ALS CENTRES EDUCATIUS PER A PROJECTES PEDAGÒGICS","Educació","JUSTIFICADA","1982.00","1239.20","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/12/20","B65987000","GRUP DE NEGOCIS LLAR SERVEIS SL","Convocatòria subvencions impuls activitat empresarial 2019. Modalitat Comerç","Comerç i Indústria","PAGADA","859.08","859.08","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/10/04","Q2866001G","CRUZ ROJA ESPAÑOLA","MODALITAT H) SUBVENCIONS DESTINADES A ENTITATS D'ACCIÓ SOCIAL","Sanitat i serveis socials","JUSTIFICADA PARCIALMENTE","700.00","700.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/11/25","G63721963","COMISSIO CATALAN D AJUDA AL REFUGIAT","SUBVENCIO DIRECTA PERSONES REFUGIADES","Polítiques de Ciutadania","JUSTIFICADA PARCIALMENTE","30000.00","30000.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/09/17","G60554425","CLUB ESPORTIU HORITZO 1994","Projecte activitats esportives adaptades","Sanitat i serveis socials","JUSTIFICADA","5700.00","5700.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/12/20","G61095006","ASSOCIACIO EL FAR SERVEI SOCIAL PROTESTANT","MODALITAT H) SUBVENCIONS DESTINADES A ENTITATS D'ACCIÓ SOCIAL","Sanitat i serveis socials","JUSTIFICADA PARCIALMENTE","3889.55","1945.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/10/04","R0801934A","CARITAS DIOCESANA DE TERRASSA","MODALITAT H) SUBVENCIONS DESTINADES A ENTITATS D'ACCIÓ SOCIAL","Sanitat i serveis socials","JUSTIFICADA","10000.00","10000.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/10/04","G65858169","ASSOCIACIO L ESTEL - ASSOCIACIO PRO PERSONES EN RISC D EXCLUSIO SOCIAL","MODALITAT H) SUBVENCIONS DESTINADES A ENTITATS D'ACCIÓ SOCIAL","Sanitat i serveis socials","JUSTIFICADA","4000.00","2000.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/06/13","G60571668","UNIO ATLETICA RUBI","Subvención 2019. UAR. Gestión de pistas de atletismo durante el año 2019","Esports","JUSTIFICADA PARCIALMENTE","76000.00","76000.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/12/17","Q5855637D","ESCOLA 25 DE SETEMBRE","2019 CONVOCATÒRIA D'AJUTS PEL PETIT MANTENIMENT A CENTRES EDUCATIUS PUBLICS DE PRIMÀRIA","Educació","JUSTIFICADA","5646.10","5646.10","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/12/17","Q5856371I","ESCOLA SCHOLA","2019 CONVOCATÒRIA D'AJUTS PEL PETIT MANTENIMENT A CENTRES EDUCATIUS PUBLICS DE PRIMÀRIA","Educació","JUSTIFICADA","2883.12","2883.12","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/12/30","G60319944","ASSOCIACIO ANIMACIO CULTURAL DEL CARRER  SANT JAUME","Subvenció 2019 - Associació Animació Cultural del Carrer Sant Jaume","Cultura","JUSTIFICADA","2500.00","2500.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/09/18","Q5855633C","ESCOLA MOSSEN CINTO VERDAGUER","AJUT TRANSPORT MOSSÈN CINTO CURS 2018-19","Educació","JUSTIFICADA","3060.58","3060.58","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/10/04","G65858169","ASSOCIACIO L ESTEL - ASSOCIACIO PRO PERSONES EN RISC D EXCLUSIO SOCIAL","MODALITAT H) SUBVENCIONS DESTINADES A ENTITATS D'ACCIÓ SOCIAL","Sanitat i serveis socials","JUSTIFICADA","5000.00","3500.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/12/20","A58130998","CANSALADERIAS MARTINEZ NAVARRO SA","Convocatòria subvencions impuls activitat empresarial 2019. Modalitat Comerç","Comerç i Indústria","PAGADA","1000.00","1000.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/10/07","Q5855639J","ESCOLA JOAN MARAGALL","AJUT TRANSPORT JOAN MARAGALL CURS 2018-19","Educació","JUSTIFICADA","4012.30","4012.30","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/12/17","G61323721","ASOC DE VECINOS ZONA MERCAT","MODALITAT A: SUBVENCIONS DESTINADES A PROJECTES D'ACTIVITATS DE LES ASSOCIACIONS DE VEÏNS","Infraestructures i suport entitats","JUSTIFICADA","1535.00","1535.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/12/04","G62424767","SOCIETAT SANT ANTONI ABAD","Subvenció 2019 - Societat Sant Antoni Abat","Cultura","JUSTIFICADA","65800.00","65800.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/09/18","G64599509","CLUB ESCOLA DE FUTBOL CAN MIR","SUBVENCIÓN 2019. CEF CAN MIR. GESTIÓN INSTALACIÓN DEPORTIVA AÑO 2019","Esports","JUSTIFICADA PARCIALMENTE","8500.00","8500.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/10/07","Q5855553C","ESCOLA RAMON LLULL","AJUT TRANSPORT PER ACTIVITATS PEDAGÒGIQUES","Educació","JUSTIFICADA","2463.07","2463.07","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/12/17","Q5855634A","ESCOLA MONTESSORI","2019 CONVOCATÒRIA D'AJUTS PEL PETIT MANTENIMENT A CENTRES EDUCATIUS PUBLICS DE PRIMÀRIA","Educació","JUSTIFICADA","4805.19","4805.19","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/10/17","G65858169","ASSOCIACIO L ESTEL - ASSOCIACIO PRO PERSONES EN RISC D EXCLUSIO SOCIAL","MODALITAT H) SUBVENCIONS DESTINADES A ENTITATS D'ACCIÓ SOCIAL","Sanitat i serveis socials","JUSTIFICADA","25000.00","23000.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/12/20","G59719278","APA CP JOAN MARAGALL DE RUBI LAS CABAÑAS","CONVOCATORIA SUBVENCIO CASALS D'ESTIU 2019","Polítiques de Ciutadania","PAGADA","2108.25","2108.25","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/12/17","G66116351","ASOC RESIDENTE DE MANDEGANE EN BARCELONA","Modalitat G: Entitats de Cooperació Internacional","Polítiques de Ciutadania","JUSTIFICADA","600.00","600.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/12/17","G59369991","ASOC DE VECINOS DE CAN FATJO DE RUBI","MODALITAT A: SUBVENCIONS DESTINADES A PROJECTES D'ACTIVITATS DE LES ASSOCIACIONS DE VEÏNS","Infraestructures i suport entitats","JUSTIFICADA","2500.00","1995.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/12/17","G59190579","AA VV CASTELLNOU CAN MIR (SECTOR B)","MODALITAT A: SUBVENCIONS DESTINADES A PROJECTES D'ACTIVITATS DE LES ASSOCIACIONS DE VEÏNS","Infraestructures i suport entitats","JUSTIFICADA","918.00","918.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/10/04","G67008318","RUBITEA ASSOCIACIO DE FAMILIES DE PERSONES AMB AUTISME","MODALITAT H) SUBVENCIONS DESTINADES A ENTITATS D'ACCIÓ SOCIAL","Sanitat i serveis socials","JUSTIFICADA","250.00","250.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2019","2019/12/30","G62462494","COORDINADORA DE ENTIDADES CULTURALES ANDALUZAS DE RUBI","Subvenció 2019 - Coordinadora Entidades Culturales Andaluzas de Rubí (CECAR)","Cultura","JUSTIFICADA","8500.00","8500.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
